order_id,customer_id,order_date,eta_days,delivery_date,order_status,total_amount,platform
ORD-2026-17598,CUST-204670,2025-05-27 06:00:00,6,2025-06-04 06:00:00,Delivered,892.9499999999999,Amazon
ORD-2026-17599,CUST-312284,2026-02-19 23:00:00,6,2026-03-01 23:00:00,Cancelled,12417.46,Amazon
ORD-2026-17600,CUST-460669,2026-01-18 04:00:00,9,2026-01-27 04:00:00,Pending,53547.48,Amazon
ORD-2026-17601,CUST-454288,2025-08-16 18:00:00,6,2025-08-22 18:00:00,Cancelled,16615.92,Amazon
ORD-2026-17602,CUST-187748,2025-10-26 12:00:00,7,2025-11-02 12:00:00,Delivered,4667.45,Amazon
ORD-2026-17603,CUST-405194,2026-03-03 08:00:00,4,2026-03-05 08:00:00,Shipped,0.0,Amazon
ORD-2026-17604,CUST-309758,2024-11-26 07:00:00,4,2024-11-30 07:00:00,Delivered,5408.639999999999,Amazon
ORD-2026-17605,CUST-494459,2026-06-17 12:00:00,12,2026-07-02 12:00:00,Delivered,0.0,Amazon
ORD-2026-17606,CUST-279019,2025-08-26 15:00:00,7,2025-09-06 15:00:00,Unknown,24240.42,Amazon
ORD-2026-17607,CUST-350988,2025-04-28 17:00:00,12,2025-05-10 17:00:00,Delivered,22412.32,Amazon
ORD-2026-17608,CUST-149297,2026-01-10 13:00:00,12,2026-01-20 13:00:00,Pending,46171.27,Amazon
ORD-2026-17609,CUST-446206,2025-12-26 19:00:00,4,2025-12-30 19:00:00,Shipped,43899.68000000001,Amazon
ORD-2026-17610,CUST-496657,2026-03-15 12:00:00,8,2026-03-25 12:00:00,Delivered,0.0,Amazon
ORD-2026-17611,CUST-485720,2026-04-03 00:00:00,8,2026-04-13 00:00:00,Delivered,37398.5,Amazon
ORD-2026-17612,CUST-499826,2026-01-08 15:00:00,10,2026-01-18 15:00:00,Delivered,17147.74,Amazon
ORD-2026-17613,CUST-464257,2026-01-07 13:00:00,3,2026-01-14 13:00:00,Delivered,2204.6,Amazon
ORD-2026-17614,CUST-411665,2025-03-20 18:00:00,9,2025-03-30 18:00:00,Shipped,4773.54,Amazon
ORD-2026-17615,CUST-244792,2024-10-14 09:00:00,9,2024-10-23 09:00:00,Pending,0.0,Amazon
ORD-2026-17616,CUST-355764,2024-11-28 17:00:00,11,2024-12-07 17:00:00,Delivered,9151.13,Amazon
ORD-2026-17617,CUST-141927,2026-07-05 07:00:00,6,2026-07-11 07:00:00,Shipped,1825.52,Amazon
ORD-2026-17618,CUST-493379,2025-06-22 18:00:00,9,2025-07-01 18:00:00,Delivered,12746.56,Amazon
ORD-2026-17619,CUST-264912,2024-09-03 23:00:00,8,2024-09-11 23:00:00,Delivered,0.0,Amazon
ORD-2026-17620,CUST-331729,2026-04-25 09:00:00,6,2026-04-30 09:00:00,Delivered,2261.24,Amazon
ORD-2026-17621,CUST-190643,2026-04-11 01:00:00,12,2026-04-23 01:00:00,Shipped,101182.95,Amazon
ORD-2026-17622,CUST-293487,2026-06-29 09:00:00,10,2026-07-09 09:00:00,Delivered,13418.15,Amazon
ORD-2026-17623,CUST-390220,2025-05-20 08:00:00,5,2025-05-26 08:00:00,Delivered,13783.13,Amazon
ORD-2026-17624,CUST-308827,2025-11-15 08:00:00,10,2025-11-24 08:00:00,Unknown,57011.14,Amazon
ORD-2026-17625,CUST-422185,2025-02-01 14:00:00,7,2025-02-08 14:00:00,Delivered,0.0,Amazon
ORD-2026-17626,CUST-476625,2024-09-18 14:00:00,6,2024-09-24 14:00:00,Cancelled,2442.77,Amazon
ORD-2026-17627,CUST-124340,2024-12-14 11:00:00,5,2024-12-19 11:00:00,Delivered,0.0,Amazon
ORD-2026-17628,CUST-232751,2025-05-29 08:00:00,12,2025-06-15 08:00:00,Pending,6286.57,Amazon
ORD-2026-17629,CUST-344168,2025-07-12 23:00:00,9,2025-07-21 23:00:00,Delivered,2496.3,Amazon
ORD-2026-17630,CUST-355148,2024-12-27 15:00:00,9,2025-01-07 15:00:00,Delivered,20341.3,Amazon
ORD-2026-17631,CUST-216030,2026-02-20 13:00:00,8,2026-02-28 13:00:00,Shipped,425.2,Amazon
ORD-2026-17632,CUST-410043,2024-09-29 01:00:00,5,2024-10-05 01:00:00,Delivered,53357.56,Amazon
ORD-2026-17633,CUST-108195,2026-04-03 10:00:00,11,2026-04-14 10:00:00,Unknown,0.0,Amazon
ORD-2026-17634,CUST-134017,2025-04-10 14:00:00,4,2025-04-12 14:00:00,Pending,0.0,Amazon
ORD-2026-17635,CUST-295808,2026-05-21 05:00:00,5,2026-05-26 05:00:00,Shipped,619.14,Amazon
ORD-2026-17636,CUST-182996,2026-02-08 15:00:00,3,2026-02-11 15:00:00,Pending,0.0,Amazon
ORD-2026-17637,CUST-246433,2025-05-05 01:00:00,9,2025-05-15 01:00:00,Pending,16547.35,Amazon
ORD-2026-17638,CUST-107887,2025-11-05 10:00:00,4,2025-11-07 10:00:00,Shipped,5878.030000000001,Amazon
ORD-2026-17639,CUST-334755,2024-10-26 19:00:00,12,2024-11-07 19:00:00,Delivered,8512.89,Amazon
ORD-2026-17640,CUST-280861,2025-04-03 19:00:00,10,2025-04-12 19:00:00,Delivered,6542.13,Amazon
ORD-2026-17641,CUST-285196,2024-11-29 08:00:00,11,2024-12-10 08:00:00,Shipped,24680.4,Amazon
ORD-2026-17642,CUST-116009,2025-08-20 00:00:00,4,2025-08-29 00:00:00,Delivered,0.0,Amazon
ORD-2026-17643,CUST-333133,2025-03-27 14:00:00,8,2025-04-04 14:00:00,Delivered,900.04,Amazon
ORD-2026-17644,CUST-358289,2026-02-05 05:00:00,3,2026-02-09 05:00:00,Delivered,117538.46,Amazon
ORD-2026-17645,CUST-378167,2026-02-18 00:00:00,10,2026-02-28 00:00:00,Unknown,0.0,Amazon
ORD-2026-17646,CUST-168946,2025-03-16 10:00:00,7,2025-03-21 10:00:00,Delivered,424.6,Amazon
ORD-2026-17647,CUST-481598,2025-09-22 16:00:00,11,2025-10-03 16:00:00,Delivered,12736.79,Amazon
ORD-2026-17648,CUST-174275,2026-03-30 19:00:00,5,2026-04-09 19:00:00,Shipped,2817.96,Amazon
ORD-2026-17649,CUST-227416,2026-07-01 03:00:00,4,2026-07-05 03:00:00,Shipped,0.0,Amazon
ORD-2026-17650,CUST-191399,2026-06-18 00:00:00,9,2026-06-26 00:00:00,Delivered,0.0,Amazon
ORD-2026-17651,CUST-108503,2026-02-19 20:00:00,9,2026-02-27 20:00:00,Pending,0.0,Amazon
ORD-2026-17652,CUST-487189,2026-05-19 11:00:00,12,2026-05-31 11:00:00,Delivered,4741.6,Amazon
ORD-2026-17653,CUST-473188,2026-01-24 15:00:00,7,2026-02-01 15:00:00,Unknown,9272.85,Amazon
ORD-2026-17654,CUST-407063,2025-11-29 14:00:00,9,2025-12-08 14:00:00,Delivered,1961.48,Amazon
ORD-2026-17655,CUST-217541,2024-07-26 23:00:00,8,2024-08-03 23:00:00,Delivered,679.22,Amazon
ORD-2026-17656,CUST-190889,2025-11-18 11:00:00,11,2025-11-29 11:00:00,Cancelled,0.0,Amazon
ORD-2026-17657,CUST-363842,2024-08-25 03:00:00,5,2024-09-04 03:00:00,Delivered,0.0,Amazon
ORD-2026-17658,CUST-117715,2025-02-06 18:00:00,6,2025-02-12 18:00:00,Unknown,14366.4,Amazon
ORD-2026-17659,CUST-344484,2026-05-26 21:00:00,11,2026-06-10 21:00:00,Delivered,17271.16,Amazon
ORD-2026-17660,CUST-115300,2026-04-26 06:00:00,12,2026-05-08 06:00:00,Delivered,0.0,Amazon
ORD-2026-17661,CUST-370711,2026-04-02 20:00:00,10,2026-04-10 20:00:00,Unknown,9111.52,Amazon
ORD-2026-17662,CUST-433920,2025-01-19 10:00:00,12,2025-02-03 10:00:00,Pending,1535.4,Amazon
ORD-2026-17663,CUST-396291,2025-09-02 14:00:00,8,2025-09-13 14:00:00,Delivered,5217.45,Amazon
ORD-2026-17664,CUST-111242,2026-04-13 15:00:00,5,2026-04-18 15:00:00,Cancelled,0.0,Amazon
ORD-2026-17665,CUST-381814,2026-07-04 09:00:00,11,2026-07-15 09:00:00,Pending,49438.52,Amazon
ORD-2026-17666,CUST-283359,2026-06-18 12:00:00,11,2026-06-27 12:00:00,Shipped,0.0,Amazon
ORD-2026-17667,CUST-126215,2025-04-02 02:00:00,8,2025-04-10 02:00:00,Delivered,0.0,Amazon
ORD-2026-17668,CUST-470403,2025-11-28 15:00:00,4,2025-12-05 15:00:00,Unknown,18603.83,Amazon
ORD-2026-17669,CUST-236241,2024-10-02 16:00:00,9,2024-10-11 16:00:00,Delivered,0.0,Amazon
ORD-2026-17670,CUST-202130,2025-09-11 05:00:00,11,2025-09-22 05:00:00,Unknown,0.0,Amazon
ORD-2026-17671,CUST-357783,2025-09-15 13:00:00,11,2025-09-26 13:00:00,Shipped,22762.23,Amazon
ORD-2026-17672,CUST-183025,2025-10-19 23:00:00,5,2025-10-22 23:00:00,Delivered,1366.7,Amazon
ORD-2026-17673,CUST-394434,2026-01-17 13:00:00,4,2026-01-21 13:00:00,Delivered,7901.88,Amazon
ORD-2026-17674,CUST-225182,2024-10-05 12:00:00,7,2024-10-12 12:00:00,Delivered,3292.58,Amazon
ORD-2026-17675,CUST-296062,2025-03-21 07:00:00,12,2025-04-02 07:00:00,Delivered,8109.86,Amazon
ORD-2026-17676,CUST-109475,2026-02-21 12:00:00,9,2026-03-05 12:00:00,Unknown,7649.4,Amazon
ORD-2026-17677,CUST-381132,2025-02-23 17:00:00,5,2025-02-28 17:00:00,Cancelled,217655.24,Amazon
ORD-2026-17678,CUST-404194,2024-11-25 07:00:00,6,2024-12-01 07:00:00,Delivered,208531.62,Amazon
ORD-2026-17679,CUST-316516,2024-08-05 06:00:00,12,2024-08-17 06:00:00,Delivered,0.0,Amazon
ORD-2026-17680,CUST-428697,2024-12-18 23:00:00,4,2024-12-21 23:00:00,Cancelled,0.0,Amazon
ORD-2026-17681,CUST-187135,2025-09-18 04:00:00,12,2025-09-29 04:00:00,Shipped,119197.66,Amazon
ORD-2026-17682,CUST-144075,2025-06-01 21:00:00,4,2025-06-05 21:00:00,Delivered,5565.87,Amazon
ORD-2026-17683,CUST-346774,2026-04-16 16:00:00,9,2026-04-25 16:00:00,Delivered,0.0,Amazon
ORD-2026-17684,CUST-339333,2025-09-30 09:00:00,4,2025-10-04 09:00:00,Shipped,14170.5,Amazon
ORD-2026-17685,CUST-191740,2024-08-22 19:00:00,3,2024-08-25 19:00:00,Shipped,2251.11,Amazon
ORD-2026-17686,CUST-389595,2025-04-10 12:00:00,6,2025-04-16 12:00:00,Delivered,4752.78,Amazon
ORD-2026-17687,CUST-389691,2025-09-05 11:00:00,8,2025-09-11 11:00:00,Delivered,670.36,Amazon
ORD-2026-17688,CUST-467839,2025-05-05 18:00:00,12,2025-05-19 18:00:00,Shipped,7152.77,Amazon
ORD-2026-17689,CUST-111750,2025-12-06 14:00:00,12,2025-12-18 14:00:00,Shipped,0.0,Amazon
ORD-2026-17690,CUST-193407,2024-08-26 10:00:00,6,2024-09-04 10:00:00,Delivered,13062.7,Amazon
ORD-2026-17691,CUST-204157,2025-03-13 12:00:00,3,2025-03-16 12:00:00,Cancelled,0.0,Amazon
ORD-2026-17692,CUST-133980,2025-05-26 08:00:00,3,2025-05-29 08:00:00,Delivered,69174.95999999999,Amazon
ORD-2026-17693,CUST-368204,2025-04-06 08:00:00,11,2025-04-17 08:00:00,Delivered,19592.46,Amazon
ORD-2026-17694,CUST-457019,2026-02-22 20:00:00,3,2026-02-23 20:00:00,Delivered,30016.74,Amazon
ORD-2026-17695,CUST-382491,2025-07-05 09:00:00,9,2025-07-14 09:00:00,Pending,3976.17,Amazon
ORD-2026-17696,CUST-186315,2024-11-08 04:00:00,9,2024-11-17 04:00:00,Cancelled,78525.38,Amazon
ORD-2026-17697,CUST-290654,2024-11-14 20:00:00,3,2024-11-17 20:00:00,Delivered,17458.47,Amazon
ORD-2026-17698,CUST-241056,2025-11-14 12:00:00,3,2025-11-22 12:00:00,Delivered,42023.6,Amazon
ORD-2026-17699,CUST-160380,2025-01-16 01:00:00,8,2025-01-24 01:00:00,Shipped,0.0,Amazon
ORD-2026-17700,CUST-434346,2026-01-30 20:00:00,10,2026-02-09 20:00:00,Delivered,3047.84,Amazon
ORD-2026-17701,CUST-410072,2024-08-27 02:00:00,9,2024-09-10 02:00:00,Delivered,7349.969999999999,Amazon
ORD-2026-17702,CUST-379945,2026-07-13 05:00:00,8,2026-07-20 05:00:00,Cancelled,0.0,Amazon
ORD-2026-17703,CUST-276834,2026-01-20 19:00:00,12,2026-02-01 19:00:00,Shipped,0.0,Amazon
ORD-2026-17704,CUST-123982,2025-04-07 08:00:00,5,2025-04-15 08:00:00,Delivered,4687.76,Amazon
ORD-2026-17705,CUST-131141,2025-12-27 05:00:00,9,2026-01-07 05:00:00,Delivered,0.0,Amazon
ORD-2026-17706,CUST-195333,2026-01-22 00:00:00,8,2026-02-01 00:00:00,Delivered,979.64,Amazon
ORD-2026-17707,CUST-107310,2024-08-19 21:00:00,10,2024-08-29 21:00:00,Delivered,0.0,Amazon
ORD-2026-17708,CUST-386356,2026-03-21 05:00:00,6,2026-04-01 05:00:00,Delivered,11324.21,Amazon
ORD-2026-17709,CUST-216930,2024-08-14 11:00:00,11,2024-08-23 11:00:00,Delivered,0.0,Amazon
ORD-2026-17710,CUST-261164,2025-04-04 12:00:00,3,2025-04-12 12:00:00,Delivered,596.58,Amazon
ORD-2026-17711,CUST-161801,2025-06-20 00:00:00,9,2025-06-29 00:00:00,Delivered,179283.43,Amazon
ORD-2026-17712,CUST-108973,2025-05-17 20:00:00,11,2025-05-28 20:00:00,Shipped,0.0,Amazon
ORD-2026-17713,CUST-262844,2025-07-24 12:00:00,12,2025-08-05 12:00:00,Shipped,0.0,Amazon
ORD-2026-17714,CUST-174168,2026-01-14 13:00:00,3,2026-01-17 13:00:00,Pending,144870.85,Amazon
ORD-2026-17715,CUST-187361,2026-04-20 13:00:00,12,2026-05-02 13:00:00,Delivered,7639.2,Amazon
ORD-2026-17716,CUST-223048,2026-03-31 01:00:00,5,2026-04-05 01:00:00,Delivered,518.4,Amazon
ORD-2026-17717,CUST-243463,2024-09-03 02:00:00,9,2024-09-12 02:00:00,Cancelled,0.0,Amazon
ORD-2026-17718,CUST-335776,2026-04-02 05:00:00,11,2026-04-17 05:00:00,Delivered,14296.53,Amazon
ORD-2026-17719,CUST-266523,2025-03-06 06:00:00,3,2025-03-09 06:00:00,Shipped,0.0,Amazon
ORD-2026-17720,CUST-333919,2024-10-25 10:00:00,8,2024-11-06 10:00:00,Delivered,59895.0,Amazon
ORD-2026-17721,CUST-230913,2024-12-09 09:00:00,4,2024-12-13 09:00:00,Pending,1721.29,Amazon
ORD-2026-17722,CUST-208531,2024-08-09 08:00:00,7,2024-08-16 08:00:00,Shipped,1212.86,Amazon
ORD-2026-17723,CUST-221270,2024-11-28 10:00:00,9,2024-12-07 10:00:00,Shipped,9748.85,Amazon
ORD-2026-17724,CUST-303640,2026-05-09 14:00:00,9,2026-05-18 14:00:00,Cancelled,1147.88,Amazon
ORD-2026-17725,CUST-371409,2025-06-25 16:00:00,12,2025-07-07 16:00:00,Unknown,3652.08,Amazon
ORD-2026-17726,CUST-289111,2026-07-02 08:00:00,9,2026-07-11 08:00:00,Delivered,4653.7,Amazon
ORD-2026-17727,CUST-245667,2026-07-07 04:00:00,6,2026-07-13 04:00:00,Delivered,5611.83,Amazon
ORD-2026-17728,CUST-247795,2025-11-11 13:00:00,8,2025-11-17 13:00:00,Delivered,32171.94,Amazon
ORD-2026-17729,CUST-408681,2026-01-06 13:00:00,12,2026-01-20 13:00:00,Delivered,14366.4,Amazon
ORD-2026-17730,CUST-198602,2024-10-29 20:00:00,8,2024-11-09 20:00:00,Delivered,0.0,Amazon
ORD-2026-17731,CUST-306435,2025-01-20 15:00:00,9,2025-02-03 15:00:00,Cancelled,0.0,Amazon
ORD-2026-17732,CUST-113514,2025-10-28 23:00:00,11,2025-11-08 23:00:00,Delivered,0.0,Amazon
ORD-2026-17733,CUST-298657,2026-03-02 23:00:00,8,2026-03-10 23:00:00,Cancelled,53668.75,Amazon
ORD-2026-17734,CUST-269522,2025-02-13 07:00:00,12,2025-02-24 07:00:00,Delivered,8108.06,Amazon
ORD-2026-17735,CUST-193383,2025-03-14 07:00:00,3,2025-03-20 07:00:00,Unknown,56330.54000000001,Amazon
ORD-2026-17736,CUST-468158,2025-06-27 13:00:00,10,2025-07-07 13:00:00,Delivered,387.02,Amazon
ORD-2026-17737,CUST-195514,2026-04-17 09:00:00,4,2026-04-21 09:00:00,Shipped,66805.9,Amazon
ORD-2026-17738,CUST-329924,2024-12-31 00:00:00,5,2025-01-05 00:00:00,Delivered,7110.32,Amazon
ORD-2026-17739,CUST-474196,2024-10-29 17:00:00,7,2024-11-05 17:00:00,Delivered,2087.7,Amazon
ORD-2026-17740,CUST-120088,2025-04-26 08:00:00,8,2025-05-04 08:00:00,Pending,5469.63,Amazon
ORD-2026-17741,CUST-442527,2025-06-19 14:00:00,9,2025-07-03 14:00:00,Shipped,4068.26,Amazon
ORD-2026-17742,CUST-278626,2025-09-02 12:00:00,6,2025-09-07 12:00:00,Delivered,0.0,Amazon
ORD-2026-17743,CUST-169699,2024-10-19 13:00:00,5,2024-10-24 13:00:00,Delivered,13312.77,Amazon
ORD-2026-17744,CUST-122169,2026-06-10 05:00:00,11,2026-06-24 05:00:00,Delivered,25238.43,Amazon
ORD-2026-17745,CUST-238471,2026-03-07 22:00:00,6,2026-03-13 22:00:00,Shipped,4726.2,Amazon
ORD-2026-17746,CUST-105206,2025-08-02 01:00:00,11,2025-08-12 01:00:00,Unknown,48539.11,Amazon
ORD-2026-17747,CUST-285564,2025-09-23 09:00:00,11,2025-10-04 09:00:00,Delivered,0.0,Amazon
ORD-2026-17748,CUST-338542,2024-09-30 00:00:00,5,2024-10-03 00:00:00,Delivered,1842.85,Amazon
ORD-2026-17749,CUST-118865,2025-03-01 02:00:00,5,2025-03-06 02:00:00,Cancelled,30077.34,Amazon
ORD-2026-17750,CUST-335800,2026-01-24 09:00:00,10,2026-02-03 09:00:00,Delivered,1840.14,Amazon
ORD-2026-17751,CUST-314259,2024-09-28 20:00:00,3,2024-10-01 20:00:00,Shipped,23062.06,Amazon
ORD-2026-17752,CUST-386218,2026-05-23 15:00:00,8,2026-05-31 15:00:00,Delivered,0.0,Amazon
ORD-2026-17753,CUST-176724,2025-04-03 21:00:00,8,2025-04-11 21:00:00,Cancelled,146614.5,Amazon
ORD-2026-17754,CUST-447767,2025-01-26 20:00:00,11,2025-02-06 20:00:00,Delivered,0.0,Amazon
ORD-2026-17755,CUST-387285,2025-09-16 11:00:00,4,2025-09-18 11:00:00,Unknown,37338.93,Amazon
ORD-2026-17756,CUST-236890,2024-12-16 06:00:00,10,2024-12-27 06:00:00,Delivered,12454.84,Amazon
ORD-2026-17757,CUST-156602,2025-04-13 20:00:00,9,2025-04-22 20:00:00,Delivered,15479.14,Amazon
ORD-2026-17758,CUST-321544,2025-10-07 11:00:00,4,2025-10-11 11:00:00,Unknown,28421.93,Amazon
ORD-2026-17759,CUST-342193,2026-07-13 11:00:00,3,2026-07-19 11:00:00,Delivered,175547.58,Amazon
ORD-2026-17760,CUST-494562,2025-05-10 13:00:00,6,2025-05-16 13:00:00,Shipped,16409.55,Amazon
ORD-2026-17761,CUST-198691,2024-09-29 04:00:00,4,2024-10-03 04:00:00,Shipped,6834.79,Amazon
ORD-2026-17762,CUST-212636,2026-05-31 01:00:00,5,2026-06-04 01:00:00,Delivered,161051.69,Amazon
ORD-2026-17763,CUST-395997,2025-03-08 17:00:00,4,2025-03-11 17:00:00,Delivered,16793.87,Amazon
ORD-2026-17764,CUST-337872,2025-05-09 23:00:00,11,2025-05-20 23:00:00,Shipped,0.0,Amazon
ORD-2026-17765,CUST-316565,2025-09-20 14:00:00,6,2025-09-28 14:00:00,Shipped,0.0,Amazon
ORD-2026-17766,CUST-358765,2026-06-17 05:00:00,3,2026-06-20 05:00:00,Shipped,1589.16,Amazon
ORD-2026-17767,CUST-496722,2025-10-15 08:00:00,10,2025-10-25 08:00:00,Delivered,152004.48,Amazon
ORD-2026-17768,CUST-149057,2025-05-31 21:00:00,6,2025-06-06 21:00:00,Shipped,3559.22,Amazon
ORD-2026-17769,CUST-378537,2024-09-17 02:00:00,12,2024-10-04 02:00:00,Delivered,0.0,Amazon
ORD-2026-17770,CUST-163807,2026-04-03 16:00:00,10,2026-04-14 16:00:00,Shipped,2234.22,Amazon
ORD-2026-17771,CUST-119400,2026-04-19 05:00:00,10,2026-04-27 05:00:00,Delivered,5207.87,Amazon
ORD-2026-17772,CUST-176831,2026-07-18 16:00:00,11,2026-07-29 16:00:00,Shipped,42836.4,Amazon
ORD-2026-17773,CUST-445725,2026-04-03 03:00:00,12,2026-04-15 03:00:00,Delivered,783.5699999999999,Amazon
ORD-2026-17774,CUST-260213,2025-05-29 21:00:00,9,2025-06-07 21:00:00,Delivered,174246.84,Amazon
ORD-2026-17775,CUST-355444,2025-02-26 10:00:00,6,2025-03-04 10:00:00,Delivered,3357.4,Amazon
ORD-2026-17776,CUST-436559,2025-02-28 10:00:00,4,2025-03-04 10:00:00,Pending,35302.69,Amazon
ORD-2026-17777,CUST-135761,2026-05-12 08:00:00,8,2026-05-20 08:00:00,Delivered,0.0,Amazon
ORD-2026-17778,CUST-177780,2025-01-26 10:00:00,6,2025-02-01 10:00:00,Delivered,138144.8,Amazon
ORD-2026-17779,CUST-151549,2026-05-01 22:00:00,8,2026-05-09 22:00:00,Shipped,0.0,Amazon
ORD-2026-17780,CUST-351699,2025-10-09 04:00:00,10,2025-10-18 04:00:00,Delivered,638.88,Amazon
ORD-2026-17781,CUST-408077,2026-01-22 21:00:00,5,2026-01-27 21:00:00,Delivered,0.0,Amazon
ORD-2026-17782,CUST-284407,2025-10-01 23:00:00,3,2025-10-04 23:00:00,Delivered,0.0,Amazon
ORD-2026-17783,CUST-309654,2026-05-19 00:00:00,7,2026-05-26 00:00:00,Delivered,5329.42,Amazon
ORD-2026-17784,CUST-315366,2025-12-16 22:00:00,5,2025-12-21 22:00:00,Delivered,7950.900000000001,Amazon
ORD-2026-17785,CUST-104643,2025-12-31 02:00:00,8,2026-01-07 02:00:00,Delivered,12003.25,Amazon
ORD-2026-17786,CUST-415387,2025-04-06 16:00:00,5,2025-04-09 16:00:00,Cancelled,0.0,Amazon
ORD-2026-17787,CUST-162526,2025-05-12 22:00:00,3,2025-05-13 22:00:00,Delivered,32849.31,Amazon
ORD-2026-17788,CUST-189377,2025-11-03 10:00:00,11,2025-11-13 10:00:00,Delivered,32382.31,Amazon
ORD-2026-17789,CUST-455887,2024-10-08 07:00:00,7,2024-10-15 07:00:00,Shipped,67456.33,Amazon
ORD-2026-17790,CUST-208661,2025-04-15 01:00:00,4,2025-04-19 01:00:00,Pending,0.0,Amazon
ORD-2026-17791,CUST-405495,2025-11-12 21:00:00,4,2025-11-18 21:00:00,Delivered,0.0,Amazon
ORD-2026-17792,CUST-285078,2025-05-01 19:00:00,11,2025-05-11 19:00:00,Shipped,911.16,Amazon
ORD-2026-17793,CUST-499031,2024-10-24 16:00:00,3,2024-10-27 16:00:00,Delivered,8054.37,Amazon
ORD-2026-17794,CUST-337314,2025-06-15 00:00:00,12,2025-06-25 00:00:00,Delivered,5114.15,Amazon
ORD-2026-17795,CUST-440114,2025-08-13 22:00:00,5,2025-08-18 22:00:00,Unknown,170173.97,Amazon
ORD-2026-17796,CUST-343901,2026-01-25 04:00:00,12,2026-02-05 04:00:00,Delivered,52378.53,Amazon
ORD-2026-17797,CUST-108831,2026-06-11 08:00:00,9,2026-06-20 08:00:00,Shipped,534.04,Amazon
ORD-2026-17798,CUST-208228,2024-09-17 11:00:00,3,2024-09-22 11:00:00,Pending,0.0,Amazon
ORD-2026-17799,CUST-348840,2026-06-13 10:00:00,4,2026-06-17 10:00:00,Delivered,241581.4,Amazon
ORD-2026-17800,CUST-350766,2025-04-27 13:00:00,8,2025-05-05 13:00:00,Delivered,86311.25,Amazon
ORD-2026-17801,CUST-316866,2026-07-25 11:00:00,11,2026-08-05 11:00:00,Shipped,0.0,Amazon
ORD-2026-17802,CUST-354991,2024-10-13 04:00:00,11,2024-10-26 04:00:00,Delivered,7317.88,Amazon
ORD-2026-17803,CUST-463757,2024-09-24 12:00:00,10,2024-10-04 12:00:00,Delivered,17139.15,Amazon
ORD-2026-17804,CUST-124868,2026-04-18 00:00:00,5,2026-04-23 00:00:00,Delivered,0.0,Amazon
ORD-2026-17805,CUST-314962,2026-06-03 20:00:00,4,2026-06-07 20:00:00,Delivered,6231.3,Amazon
ORD-2026-17806,CUST-128579,2026-05-17 13:00:00,3,2026-05-20 13:00:00,Shipped,11939.2,Amazon
ORD-2026-17807,CUST-232286,2024-11-14 03:00:00,11,2024-11-25 03:00:00,Delivered,0.0,Amazon
ORD-2026-17808,CUST-420035,2026-04-26 23:00:00,7,2026-05-03 23:00:00,Delivered,218182.46,Amazon
ORD-2026-17809,CUST-209910,2025-07-18 18:00:00,5,2025-07-25 18:00:00,Delivered,18868.86,Amazon
ORD-2026-17810,CUST-380122,2025-11-03 06:00:00,12,2025-11-15 06:00:00,Shipped,165557.05,Amazon
ORD-2026-17811,CUST-364878,2026-05-11 14:00:00,12,2026-05-23 14:00:00,Shipped,5695.98,Amazon
ORD-2026-17812,CUST-447018,2025-01-01 10:00:00,7,2025-01-08 10:00:00,Delivered,8645.31,Amazon
ORD-2026-17813,CUST-126036,2025-03-27 00:00:00,5,2025-04-01 00:00:00,Delivered,3288.77,Amazon
ORD-2026-17814,CUST-314322,2025-03-20 03:00:00,11,2025-04-01 03:00:00,Delivered,242023.68,Amazon
ORD-2026-17815,CUST-169983,2025-06-14 17:00:00,3,2025-06-17 17:00:00,Delivered,15001.91,Amazon
ORD-2026-17816,CUST-366723,2025-05-01 12:00:00,3,2025-05-04 12:00:00,Cancelled,11630.6,Amazon
ORD-2026-17817,CUST-491892,2025-06-07 07:00:00,5,2025-06-13 07:00:00,Cancelled,38940.25,Amazon
ORD-2026-17818,CUST-391823,2026-03-28 08:00:00,8,2026-04-05 08:00:00,Delivered,65533.63,Amazon
ORD-2026-17819,CUST-201216,2025-04-29 04:00:00,4,2025-05-04 04:00:00,Delivered,0.0,Amazon
ORD-2026-17820,CUST-270752,2026-02-06 00:00:00,3,2026-02-09 00:00:00,Unknown,0.0,Amazon
ORD-2026-17821,CUST-174257,2026-06-30 10:00:00,10,2026-07-10 10:00:00,Pending,2246.75,Amazon
ORD-2026-17822,CUST-170749,2025-04-12 21:00:00,12,2025-04-24 21:00:00,Delivered,15446.44,Amazon
ORD-2026-17823,CUST-497668,2024-08-12 01:00:00,11,2024-08-23 01:00:00,Shipped,0.0,Amazon
ORD-2026-17824,CUST-114311,2026-03-16 05:00:00,12,2026-03-28 05:00:00,Unknown,19693.86,Amazon
ORD-2026-17825,CUST-122921,2025-02-26 03:00:00,3,2025-03-01 03:00:00,Pending,0.0,Amazon
ORD-2026-17826,CUST-206040,2026-03-06 11:00:00,5,2026-03-11 11:00:00,Pending,12162.57,Amazon
ORD-2026-17827,CUST-219079,2024-09-12 15:00:00,7,2024-09-19 15:00:00,Shipped,0.0,Amazon
ORD-2026-17828,CUST-352309,2026-02-19 15:00:00,9,2026-02-28 15:00:00,Unknown,1686.91,Amazon
ORD-2026-17829,CUST-193069,2025-03-31 00:00:00,12,2025-04-12 00:00:00,Delivered,0.0,Amazon
ORD-2026-17830,CUST-275635,2025-07-11 21:00:00,6,2025-07-17 21:00:00,Shipped,1625.94,Amazon
