review_id,product_id,customer_id,rating,review_text,review_date,platform
REV-103945,PRD-02045,CUST-267021,1.0,Loved it!,2026-05-21 02:00:00,Amazon
REV-103946,PRD-00119,CUST-293425,5.0,Average.,2026-07-13 15:00:00,Amazon
REV-103948,PRD-01506,CUST-473858,4.0,Not what I expected.,2026-07-22 00:00:00,Amazon
REV-103949,PRD-01808,CUST-409716,3.0,Good product.,2025-02-26 18:00:00,Amazon
REV-103950,PRD-02499,CUST-369513,1.0,Loved it!,2024-11-01 04:00:00,Amazon
REV-103951,PRD-02108,CUST-367973,4.0,Average.,2026-02-11 23:00:00,Amazon
REV-103952,PRD-00610,CUST-290958,2.0,Good product.,2025-08-20 02:00:00,Amazon
REV-103953,PRD-01172,CUST-261748,4.0,Average.,2026-05-21 17:00:00,Amazon
REV-103954,PRD-00535,CUST-340846,1.0,Great!,2026-01-23 05:00:00,Amazon
REV-103955,PRD-00586,CUST-125060,5.0,Great!,2026-01-16 06:00:00,Amazon
REV-103957,PRD-02300,CUST-359256,1.0,Good product.,2025-08-03 18:00:00,Amazon
REV-103958,PRD-01597,CUST-428531,4.0,Good product.,2025-10-11 17:00:00,Amazon
REV-103960,PRD-00507,CUST-494474,3.0,Loved it!,2024-11-01 18:00:00,Amazon
REV-103961,PRD-00002,CUST-459650,3.0,Not what I expected.,2024-11-14 08:00:00,Amazon
REV-103962,PRD-00646,CUST-402536,3.0,Great!,2025-09-21 18:00:00,Amazon
REV-103964,PRD-02177,CUST-108464,3.0,Great!,2025-12-13 19:00:00,Amazon
REV-103965,PRD-00277,CUST-113548,1.0,Average.,2025-08-17 15:00:00,Amazon
REV-103966,PRD-02006,CUST-409598,2.0,Great!,2025-03-05 08:00:00,Amazon
REV-103967,PRD-01485,CUST-346928,1.0,Great!,2025-10-19 07:00:00,Amazon
REV-103968,PRD-01026,CUST-270158,3.0,Average.,2025-10-28 19:00:00,Amazon
REV-103969,PRD-02343,CUST-277389,3.0,Good product.,2025-10-31 19:00:00,Amazon
REV-103971,PRD-00581,CUST-229766,4.0,Average.,2025-09-26 15:00:00,Amazon
REV-103972,PRD-00850,CUST-306491,3.0,Not what I expected.,2026-02-28 16:00:00,Amazon
REV-103973,PRD-01664,CUST-327217,3.0,Great!,2026-01-22 12:00:00,Amazon
REV-103974,PRD-01875,CUST-259194,1.0,Loved it!,2024-11-22 14:00:00,Amazon
REV-103975,PRD-02481,CUST-187436,5.0,Average.,2024-10-11 22:00:00,Amazon
REV-103976,PRD-00881,CUST-158010,4.0,Average.,2026-03-20 07:00:00,Amazon
REV-103977,PRD-02484,CUST-227756,5.0,Loved it!,2025-08-17 01:00:00,Amazon
REV-103979,PRD-02034,CUST-275076,3.0,Loved it!,2026-04-09 15:00:00,Amazon
REV-103980,PRD-01953,CUST-481547,3.0,Not what I expected.,2024-10-18 14:00:00,Amazon
REV-103981,PRD-02385,CUST-383546,5.0,Great!,2025-06-14 14:00:00,Amazon
REV-103982,PRD-01271,CUST-320290,3.0,Average.,2024-11-11 13:00:00,Amazon
REV-103983,PRD-01659,CUST-483779,3.0,Average.,2024-11-13 19:00:00,Amazon
REV-103984,PRD-02495,CUST-234852,4.0,Loved it!,2025-06-25 13:00:00,Amazon
REV-103986,PRD-01234,CUST-336332,3.0,Loved it!,2025-12-05 18:00:00,Amazon
REV-103987,PRD-00783,CUST-408705,5.0,Great!,2026-04-12 14:00:00,Amazon
REV-103988,PRD-01165,CUST-233966,1.0,Good product.,2025-07-30 16:00:00,Amazon
REV-103989,PRD-00914,CUST-408440,3.0,Not what I expected.,2025-09-03 01:00:00,Amazon
REV-103990,PRD-00709,CUST-324241,4.0,Not what I expected.,2025-07-19 12:00:00,Amazon
REV-103991,PRD-01871,CUST-385410,1.0,Average.,2024-08-18 05:00:00,Amazon
REV-103992,PRD-01016,CUST-392305,4.0,Good product.,2025-01-05 15:00:00,Amazon
REV-103993,PRD-01306,CUST-344484,5.0,Great!,2026-05-26 11:00:00,Amazon
REV-103994,PRD-02148,CUST-166754,1.0,Not what I expected.,2026-01-23 22:00:00,Amazon
REV-103995,PRD-00577,CUST-116207,2.0,Loved it!,2025-09-08 19:00:00,Amazon
REV-103996,PRD-01298,CUST-277145,4.0,Loved it!,2025-06-16 05:00:00,Amazon
REV-103997,PRD-02127,CUST-417328,2.0,Average.,2025-09-08 18:00:00,Amazon
REV-103998,PRD-01032,CUST-339642,4.0,Not what I expected.,2024-12-26 02:00:00,Amazon
REV-103999,PRD-01155,CUST-111471,1.0,Not what I expected.,2024-09-19 17:00:00,Amazon
REV-104000,PRD-00148,CUST-129629,4.0,Not what I expected.,2026-08-03 11:00:00,Amazon
REV-104001,PRD-00912,CUST-285934,5.0,Average.,2026-07-15 07:00:00,Amazon
REV-104002,PRD-02165,CUST-417231,4.0,Average.,2026-06-10 09:00:00,Amazon
REV-104003,PRD-00034,CUST-143676,3.0,Average.,2024-12-09 16:00:00,Amazon
REV-104004,PRD-01093,CUST-317676,4.0,Great!,2026-07-24 12:00:00,Amazon
REV-104005,PRD-00711,CUST-491916,1.0,Average.,2026-01-11 20:00:00,Amazon
REV-104006,PRD-00505,CUST-408236,1.0,Not what I expected.,2025-12-05 04:00:00,Amazon
REV-104007,PRD-00972,CUST-400305,5.0,Not what I expected.,2025-10-29 16:00:00,Amazon
REV-104008,PRD-00634,CUST-210434,5.0,Great!,2026-03-28 08:00:00,Amazon
REV-104009,PRD-01039,CUST-179580,3.0,Loved it!,2025-02-03 10:00:00,Amazon
REV-104010,PRD-02240,CUST-469598,3.0,Not what I expected.,2026-08-12 05:00:00,Amazon
REV-104011,PRD-02383,CUST-348275,3.0,Loved it!,2024-12-27 04:00:00,Amazon
REV-104012,PRD-02053,CUST-431938,1.0,Average.,2025-02-11 10:00:00,Amazon
REV-104013,PRD-00671,CUST-300010,4.0,Loved it!,2024-09-08 02:00:00,Amazon
REV-104014,PRD-01116,CUST-486460,2.0,Not what I expected.,2024-08-26 19:00:00,Amazon
REV-104015,PRD-00395,CUST-414137,3.0,Great!,2025-03-07 09:00:00,Amazon
REV-104016,PRD-01411,CUST-234790,5.0,Good product.,2025-04-26 10:00:00,Amazon
REV-104017,PRD-00850,CUST-460863,5.0,Loved it!,2026-05-12 12:00:00,Amazon
REV-104018,PRD-01066,CUST-479094,3.0,Loved it!,2024-08-18 20:00:00,Amazon
REV-104020,PRD-01253,CUST-210657,5.0,Loved it!,2024-09-12 19:00:00,Amazon
REV-104021,PRD-01186,CUST-461616,2.0,Loved it!,2025-12-10 17:00:00,Amazon
REV-104022,PRD-00361,CUST-332319,4.0,Loved it!,2026-04-25 13:00:00,Amazon
REV-104023,PRD-02206,CUST-317591,5.0,Average.,2026-05-03 01:00:00,Amazon
REV-104024,PRD-00301,CUST-393493,2.0,Average.,2026-04-01 20:00:00,Amazon
REV-104025,PRD-01926,CUST-255821,4.0,Loved it!,2026-03-24 06:00:00,Amazon
REV-104026,PRD-00038,CUST-370307,1.0,Good product.,2026-03-23 23:00:00,Amazon
REV-104027,PRD-01591,CUST-192346,2.0,Loved it!,2026-06-21 12:00:00,Amazon
REV-104028,PRD-02408,CUST-301976,3.0,Loved it!,2026-03-02 09:00:00,Amazon
REV-104029,PRD-01523,CUST-483779,4.0,Good product.,2026-01-17 21:00:00,Amazon
REV-104031,PRD-00141,CUST-306368,5.0,Average.,2025-08-07 18:00:00,Amazon
REV-104032,PRD-01501,CUST-409167,1.0,Good product.,2025-08-31 12:00:00,Amazon
REV-104033,PRD-01194,CUST-267876,2.0,Great!,2024-09-20 09:00:00,Amazon
REV-104034,PRD-00247,CUST-426128,3.0,Loved it!,2025-09-20 21:00:00,Amazon
REV-104035,PRD-00715,CUST-437712,3.0,Loved it!,2026-02-11 08:00:00,Amazon
REV-104036,PRD-01043,CUST-376218,5.0,Great!,2025-02-14 19:00:00,Amazon
REV-104037,PRD-00273,CUST-378377,2.0,Not what I expected.,2026-02-01 16:00:00,Amazon
REV-104038,PRD-02239,CUST-383679,4.0,Good product.,2026-06-07 11:00:00,Amazon
REV-104039,PRD-01595,CUST-493943,2.0,Not what I expected.,2025-09-25 02:00:00,Amazon
REV-104040,PRD-00850,CUST-397314,5.0,Great!,2026-05-13 19:00:00,Amazon
REV-104041,PRD-01463,CUST-269648,5.0,Loved it!,2024-10-06 20:00:00,Amazon
REV-104042,PRD-01230,CUST-343403,3.0,Loved it!,2025-04-30 20:00:00,Amazon
REV-104043,PRD-01930,CUST-308761,4.0,Great!,2025-06-13 13:00:00,Amazon
REV-104044,PRD-01256,CUST-204718,2.0,Great!,2024-09-02 15:00:00,Amazon
REV-104045,PRD-02439,CUST-482324,1.0,Great!,2026-01-25 00:00:00,Amazon
REV-104046,PRD-00778,CUST-308577,3.0,Not what I expected.,2024-12-24 22:00:00,Amazon
REV-104047,PRD-01408,CUST-163429,1.0,Loved it!,2024-09-13 04:00:00,Amazon
REV-104048,PRD-00847,CUST-219312,1.0,Average.,2025-10-28 20:00:00,Amazon
REV-104049,PRD-02137,CUST-342937,1.0,Good product.,2026-05-31 04:00:00,Amazon
REV-104050,PRD-02053,CUST-115707,2.0,Loved it!,2026-06-08 20:00:00,Amazon
REV-104051,PRD-01983,CUST-237951,1.0,Average.,2026-01-03 10:00:00,Amazon
REV-104052,PRD-00639,CUST-131206,1.0,Great!,2025-11-20 06:00:00,Amazon
REV-104054,PRD-00549,CUST-218407,5.0,Loved it!,2025-02-01 08:00:00,Amazon
REV-104055,PRD-01443,CUST-353618,1.0,Good product.,2025-02-24 17:00:00,Amazon
REV-104056,PRD-01024,CUST-475717,3.0,Not what I expected.,2026-02-08 20:00:00,Amazon
REV-104058,PRD-00479,CUST-112947,4.0,Loved it!,2024-08-15 04:00:00,Amazon
REV-104059,PRD-01713,CUST-438312,2.0,Great!,2026-03-09 22:00:00,Amazon
REV-104060,PRD-01899,CUST-269242,1.0,Great!,2026-02-15 21:00:00,Amazon
REV-104061,PRD-01774,CUST-124305,5.0,Good product.,2025-01-09 05:00:00,Amazon
REV-104062,PRD-00158,CUST-260765,3.0,Loved it!,2026-07-21 02:00:00,Amazon
REV-104063,PRD-02497,CUST-147412,3.0,Great!,2025-08-25 05:00:00,Amazon
REV-104064,PRD-02170,CUST-116357,5.0,Good product.,2024-12-30 11:00:00,Amazon
REV-104065,PRD-00759,CUST-309562,5.0,Loved it!,2025-07-21 21:00:00,Amazon
REV-104066,PRD-02138,CUST-119257,1.0,Great!,2025-09-01 16:00:00,Amazon
REV-104067,PRD-01111,CUST-369659,2.0,Not what I expected.,2025-05-22 07:00:00,Amazon
REV-104068,PRD-01616,CUST-245477,1.0,Average.,2024-12-27 20:00:00,Amazon
REV-104069,PRD-02150,CUST-363370,5.0,Good product.,2026-01-15 16:00:00,Amazon
REV-104071,PRD-00324,CUST-125540,1.0,Loved it!,2025-09-27 23:00:00,Amazon
REV-104072,PRD-01099,CUST-488503,3.0,Great!,2025-06-06 17:00:00,Amazon
REV-104074,PRD-01339,CUST-177531,3.0,Good product.,2026-01-28 05:00:00,Amazon
REV-104076,PRD-02363,CUST-327244,3.0,Great!,2024-08-22 16:00:00,Amazon
REV-104077,PRD-01484,CUST-397386,3.0,Good product.,2025-06-01 07:00:00,Amazon
REV-104078,PRD-02145,CUST-266054,5.0,Good product.,2024-08-23 12:00:00,Amazon
REV-104079,PRD-01565,CUST-152774,5.0,Good product.,2026-03-02 23:00:00,Amazon
REV-104080,PRD-02030,CUST-433895,5.0,Loved it!,2025-01-29 07:00:00,Amazon
REV-104081,PRD-01621,CUST-302501,4.0,Not what I expected.,2026-05-11 00:00:00,Amazon
REV-104082,PRD-02002,CUST-401996,2.0,Loved it!,2026-04-08 05:00:00,Amazon
REV-104083,PRD-01036,CUST-231988,2.0,Great!,2025-05-22 11:00:00,Amazon
REV-104084,PRD-00161,CUST-160574,5.0,Average.,2024-09-15 13:00:00,Amazon
REV-104085,PRD-00773,CUST-394434,1.0,Good product.,2026-01-31 13:00:00,Amazon
REV-104086,PRD-00563,CUST-303640,4.0,Great!,2025-04-01 07:00:00,Amazon
REV-104087,PRD-00123,CUST-374117,4.0,Not what I expected.,2025-01-18 22:00:00,Amazon
REV-104088,PRD-02316,CUST-426582,5.0,Loved it!,2025-07-01 11:00:00,Amazon
REV-104089,PRD-01431,CUST-356670,5.0,Not what I expected.,2024-10-28 23:00:00,Amazon
REV-104090,PRD-00960,CUST-122103,5.0,Not what I expected.,2025-01-26 12:00:00,Amazon
REV-104091,PRD-02071,CUST-422382,3.0,Great!,2026-07-24 20:00:00,Amazon
REV-104092,PRD-01271,CUST-213367,4.0,Great!,2025-05-23 05:00:00,Amazon
REV-104093,PRD-02050,CUST-492089,5.0,Great!,2026-07-19 05:00:00,Amazon
REV-104094,PRD-00904,CUST-381511,3.0,Not what I expected.,2026-03-08 17:00:00,Amazon
REV-104095,PRD-01591,CUST-199326,1.0,Good product.,2025-05-04 00:00:00,Amazon
REV-104096,PRD-01852,CUST-310034,5.0,Great!,2025-04-21 11:00:00,Amazon
REV-104097,PRD-00942,CUST-435031,4.0,Loved it!,2025-10-09 10:00:00,Amazon
REV-104098,PRD-01083,CUST-257584,4.0,Great!,2025-06-12 22:00:00,Amazon
REV-104100,PRD-00988,CUST-386634,5.0,Great!,2025-12-07 10:00:00,Amazon
REV-104101,PRD-00530,CUST-190586,4.0,Great!,2024-12-08 05:00:00,Amazon
REV-104102,PRD-01578,CUST-423568,2.0,Average.,2025-03-19 15:00:00,Amazon
REV-104103,PRD-00864,CUST-223565,4.0,Good product.,2026-07-19 09:00:00,Amazon
REV-104104,PRD-00506,CUST-493579,3.0,Not what I expected.,2024-12-25 02:00:00,Amazon
REV-104106,PRD-01446,CUST-465700,2.0,Good product.,2025-08-14 00:00:00,Amazon
REV-104107,PRD-01462,CUST-190680,1.0,Average.,2025-02-11 00:00:00,Amazon
REV-104108,PRD-01305,CUST-166754,1.0,Average.,2025-06-22 13:00:00,Amazon
REV-104109,PRD-01560,CUST-144385,2.0,Great!,2025-02-10 18:00:00,Amazon
REV-104110,PRD-01123,CUST-414801,3.0,Loved it!,2025-11-18 08:00:00,Amazon
REV-104111,PRD-02165,CUST-325542,5.0,Good product.,2025-04-20 04:00:00,Amazon
REV-104112,PRD-00637,CUST-210145,2.0,Loved it!,2025-12-16 14:00:00,Amazon
REV-104113,PRD-01359,CUST-273557,1.0,Loved it!,2026-05-09 13:00:00,Amazon
REV-104114,PRD-01874,CUST-158407,5.0,Not what I expected.,2025-07-24 14:00:00,Amazon
REV-104115,PRD-01186,CUST-276889,2.0,Great!,2026-06-06 17:00:00,Amazon
REV-104116,PRD-01466,CUST-372547,5.0,Average.,2025-03-24 11:00:00,Amazon
REV-104117,PRD-00939,CUST-428466,4.0,Not what I expected.,2025-02-25 21:00:00,Amazon
REV-104118,PRD-01492,CUST-206815,1.0,Average.,2025-04-15 20:00:00,Amazon
REV-104119,PRD-01674,CUST-200582,3.0,Good product.,2025-12-19 07:00:00,Amazon
REV-104121,PRD-00153,CUST-344554,5.0,Average.,2026-06-15 15:00:00,Amazon
REV-104122,PRD-01569,CUST-259194,4.0,Loved it!,2026-08-08 02:00:00,Amazon
REV-104123,PRD-01562,CUST-371042,2.0,Loved it!,2024-12-03 09:00:00,Amazon
REV-104126,PRD-01015,CUST-403970,4.0,Not what I expected.,2026-04-05 23:00:00,Amazon
REV-104127,PRD-01042,CUST-458987,1.0,Good product.,2025-03-25 09:00:00,Amazon
REV-104128,PRD-00020,CUST-185593,3.0,Loved it!,2025-06-27 01:00:00,Amazon
REV-104129,PRD-00495,CUST-428402,5.0,Not what I expected.,2026-03-17 21:00:00,Amazon
REV-104130,PRD-00581,CUST-314315,1.0,Great!,2025-04-21 01:00:00,Amazon
REV-104131,PRD-00898,CUST-490679,5.0,Great!,2026-04-22 20:00:00,Amazon
REV-104132,PRD-00249,CUST-251989,4.0,Good product.,2025-11-03 20:00:00,Amazon
REV-104134,PRD-01317,CUST-363950,3.0,Average.,2025-09-04 03:00:00,Amazon
REV-104135,PRD-01964,CUST-481640,2.0,Average.,2026-06-25 15:00:00,Amazon
REV-104136,PRD-01168,CUST-119400,3.0,Loved it!,2026-05-07 05:00:00,Amazon
REV-104137,PRD-00835,CUST-116451,3.0,Good product.,2026-07-20 01:00:00,Amazon
REV-104138,PRD-01704,CUST-183965,3.0,Good product.,2024-11-21 09:00:00,Amazon
REV-104139,PRD-02430,CUST-445193,2.0,Great!,2026-01-25 22:00:00,Amazon
REV-104141,PRD-02249,CUST-219005,4.0,Great!,2025-11-06 11:00:00,Amazon
REV-104142,PRD-00657,CUST-425553,3.0,Average.,2025-07-14 15:00:00,Amazon
REV-104144,PRD-01911,CUST-402954,4.0,Not what I expected.,2025-09-05 15:00:00,Amazon
REV-104147,PRD-00823,CUST-192750,5.0,Good product.,2025-04-21 07:00:00,Amazon
REV-104149,PRD-01010,CUST-189295,4.0,Great!,2025-03-15 08:00:00,Amazon
REV-104150,PRD-01518,CUST-242435,2.0,Great!,2025-06-17 01:00:00,Amazon
REV-104151,PRD-01552,CUST-319008,4.0,Great!,2025-08-10 20:00:00,Amazon
REV-104152,PRD-01265,CUST-372650,3.0,Not what I expected.,2025-12-16 14:00:00,Amazon
REV-104153,PRD-00163,CUST-496657,3.0,Good product.,2024-09-12 02:00:00,Amazon
REV-104154,PRD-02172,CUST-198395,5.0,Average.,2026-04-19 04:00:00,Amazon
REV-104155,PRD-01711,CUST-464945,1.0,Average.,2024-10-29 20:00:00,Amazon
REV-104156,PRD-01465,CUST-315767,4.0,Good product.,2025-03-19 08:00:00,Amazon
REV-104157,PRD-01238,CUST-145311,5.0,Good product.,2024-12-08 19:00:00,Amazon
REV-104158,PRD-01664,CUST-448461,4.0,Good product.,2024-09-25 15:00:00,Amazon
REV-104159,PRD-01956,CUST-214856,2.0,Good product.,2024-12-03 19:00:00,Amazon
REV-104160,PRD-02363,CUST-362869,5.0,Great!,2025-03-01 08:00:00,Amazon
REV-104161,PRD-01909,CUST-364118,1.0,Loved it!,2024-12-01 16:00:00,Amazon
REV-104162,PRD-00770,CUST-327263,4.0,Average.,2026-03-09 02:00:00,Amazon
REV-104163,PRD-00313,CUST-267833,2.0,Average.,2025-02-16 06:00:00,Amazon
REV-104164,PRD-00898,CUST-472239,2.0,Average.,2025-09-20 19:00:00,Amazon
REV-104165,PRD-02467,CUST-139021,5.0,Average.,2026-01-29 21:00:00,Amazon
REV-104167,PRD-00688,CUST-150657,5.0,Not what I expected.,2025-05-13 04:00:00,Amazon
REV-104168,PRD-02399,CUST-301478,5.0,Good product.,2024-10-18 16:00:00,Amazon
REV-104169,PRD-02232,CUST-143598,2.0,Good product.,2025-02-04 22:00:00,Amazon
REV-104170,PRD-02100,CUST-232926,1.0,Not what I expected.,2025-11-05 15:00:00,Amazon
REV-104171,PRD-02329,CUST-472354,5.0,Great!,2025-01-08 17:00:00,Amazon
REV-104173,PRD-01825,CUST-311504,2.0,Great!,2025-04-11 14:00:00,Amazon
REV-104175,PRD-01883,CUST-402428,2.0,Great!,2025-05-28 23:00:00,Amazon
REV-104176,PRD-00389,CUST-123004,2.0,Great!,2025-04-10 01:00:00,Amazon
REV-104177,PRD-00010,CUST-409394,5.0,Great!,2026-05-12 02:00:00,Amazon
REV-104178,PRD-00202,CUST-275663,2.0,Good product.,2026-03-05 19:00:00,Amazon
REV-104179,PRD-01243,CUST-262175,1.0,Great!,2024-12-14 22:00:00,Amazon
REV-104180,PRD-00699,CUST-236832,3.0,Good product.,2026-08-09 11:00:00,Amazon
REV-104181,PRD-00325,CUST-424251,4.0,Loved it!,2024-11-24 07:00:00,Amazon
REV-104182,PRD-02080,CUST-274966,2.0,Great!,2025-06-27 03:00:00,Amazon
REV-104183,PRD-01259,CUST-297879,5.0,Loved it!,2026-02-14 22:00:00,Amazon
REV-104184,PRD-00990,CUST-239099,4.0,Great!,2025-11-28 14:00:00,Amazon
REV-104185,PRD-01797,CUST-471239,1.0,Loved it!,2025-06-10 20:00:00,Amazon
REV-104186,PRD-00548,CUST-476038,3.0,Not what I expected.,2024-08-23 03:00:00,Amazon
REV-104188,PRD-00168,CUST-198395,5.0,Loved it!,2026-04-19 04:00:00,Amazon
REV-104189,PRD-00765,CUST-446392,4.0,Average.,2024-10-23 22:00:00,Amazon
REV-104190,PRD-00377,CUST-498313,1.0,Loved it!,2026-07-04 20:00:00,Amazon
REV-104191,PRD-00299,CUST-489296,2.0,Loved it!,2024-12-03 22:00:00,Amazon
REV-104192,PRD-01915,CUST-107429,4.0,Good product.,2025-03-22 00:00:00,Amazon
REV-104193,PRD-00891,CUST-176397,3.0,Great!,2025-07-14 01:00:00,Amazon
REV-104194,PRD-02108,CUST-112414,5.0,Average.,2026-01-01 08:00:00,Amazon
REV-104195,PRD-01953,CUST-411053,5.0,Good product.,2026-04-06 11:00:00,Amazon
REV-104196,PRD-00454,CUST-448058,3.0,Average.,2025-08-04 01:00:00,Amazon
REV-104197,PRD-00491,CUST-290950,5.0,Great!,2026-08-14 16:00:00,Amazon
REV-104198,PRD-00364,CUST-197916,5.0,Loved it!,2024-08-26 07:00:00,Amazon
REV-104199,PRD-00124,CUST-267422,3.0,Great!,2025-09-25 05:00:00,Amazon
REV-104200,PRD-00218,CUST-471464,5.0,Loved it!,2024-08-31 16:00:00,Amazon
REV-104201,PRD-00333,CUST-323180,3.0,Average.,2026-03-16 04:00:00,Amazon
REV-104203,PRD-01617,CUST-278537,1.0,Great!,2025-01-17 18:00:00,Amazon
REV-104204,PRD-00236,CUST-238768,1.0,Loved it!,2025-07-22 16:00:00,Amazon
REV-104205,PRD-02289,CUST-384089,1.0,Great!,2026-08-01 12:00:00,Amazon
REV-104206,PRD-01633,CUST-147887,4.0,Great!,2025-04-02 16:00:00,Amazon
REV-104207,PRD-02257,CUST-444028,3.0,Good product.,2025-10-09 21:00:00,Amazon
REV-104208,PRD-01003,CUST-232926,1.0,Great!,2025-11-05 15:00:00,Amazon
REV-104209,PRD-00454,CUST-127043,5.0,Good product.,2025-03-27 18:00:00,Amazon
REV-104210,PRD-01307,CUST-150611,3.0,Not what I expected.,2025-03-28 17:00:00,Amazon
REV-104212,PRD-01132,CUST-242435,5.0,Loved it!,2025-06-17 01:00:00,Amazon
REV-104213,PRD-01806,CUST-140511,2.0,Not what I expected.,2025-04-01 01:00:00,Amazon
REV-104214,PRD-00393,CUST-359935,3.0,Good product.,2026-04-24 06:00:00,Amazon
REV-104215,PRD-01638,CUST-120240,4.0,Good product.,2025-01-05 14:00:00,Amazon
REV-104216,PRD-01334,CUST-269522,4.0,Average.,2025-03-06 07:00:00,Amazon
REV-104217,PRD-02064,CUST-129946,2.0,Good product.,2025-08-28 09:00:00,Amazon
REV-104218,PRD-00575,CUST-337902,1.0,Not what I expected.,2025-06-13 14:00:00,Amazon
REV-104219,PRD-00847,CUST-278654,1.0,Loved it!,2025-07-11 05:00:00,Amazon
REV-104220,PRD-00426,CUST-490742,3.0,Good product.,2026-08-15 17:00:00,Amazon
REV-104221,PRD-00412,CUST-333264,5.0,Loved it!,2026-03-30 16:00:00,Amazon
REV-104222,PRD-00101,CUST-203031,3.0,Great!,2024-09-23 11:00:00,Amazon
REV-104223,PRD-00432,CUST-388962,2.0,Good product.,2025-08-10 05:00:00,Amazon
REV-104224,PRD-02202,CUST-438236,1.0,Loved it!,2025-04-17 12:00:00,Amazon
REV-104225,PRD-00681,CUST-174097,4.0,Great!,2025-06-18 13:00:00,Amazon
REV-104226,PRD-01065,CUST-280068,3.0,Not what I expected.,2025-08-09 10:00:00,Amazon
REV-104227,PRD-01444,CUST-335069,2.0,Great!,2026-01-14 15:00:00,Amazon
REV-104228,PRD-01465,CUST-227437,3.0,Great!,2025-04-03 08:00:00,Amazon
REV-104230,PRD-02126,CUST-310742,5.0,Good product.,2025-02-16 15:00:00,Amazon
REV-104231,PRD-02311,CUST-275420,4.0,Loved it!,2025-04-05 18:00:00,Amazon
REV-104232,PRD-00806,CUST-482929,2.0,Great!,2026-06-18 23:00:00,Amazon
REV-104233,PRD-01126,CUST-175376,1.0,Great!,2026-06-18 12:00:00,Amazon
REV-104234,PRD-01372,CUST-191872,4.0,Great!,2025-05-27 06:00:00,Amazon
REV-104235,PRD-01713,CUST-190240,1.0,Average.,2024-09-20 10:00:00,Amazon
REV-104236,PRD-01006,CUST-197152,1.0,Loved it!,2026-06-09 16:00:00,Amazon
REV-104238,PRD-01642,CUST-254149,4.0,Not what I expected.,2025-06-03 21:00:00,Amazon
REV-104239,PRD-00444,CUST-220177,5.0,Great!,2025-02-24 21:00:00,Amazon
REV-104240,PRD-01345,CUST-380741,1.0,Not what I expected.,2026-05-12 13:00:00,Amazon
REV-104241,PRD-02126,CUST-426221,5.0,Not what I expected.,2026-05-16 00:00:00,Amazon
REV-104242,PRD-01054,CUST-460863,5.0,Good product.,2026-05-12 12:00:00,Amazon
REV-104243,PRD-02322,CUST-252990,1.0,Loved it!,2025-01-26 22:00:00,Amazon
REV-104244,PRD-00108,CUST-346835,3.0,Average.,2024-09-15 05:00:00,Amazon
REV-104245,PRD-01178,CUST-157202,2.0,Loved it!,2025-09-14 11:00:00,Amazon
REV-104246,PRD-01116,CUST-120658,2.0,Not what I expected.,2025-03-18 07:00:00,Amazon
REV-104247,PRD-01209,CUST-453478,1.0,Loved it!,2025-03-01 17:00:00,Amazon
REV-104248,PRD-02420,CUST-498433,3.0,Average.,2025-12-01 17:00:00,Amazon
REV-104249,PRD-00736,CUST-205482,2.0,Average.,2026-01-03 06:00:00,Amazon
REV-104250,PRD-01217,CUST-464163,1.0,Average.,2025-01-15 13:00:00,Amazon
REV-104251,PRD-00628,CUST-106326,4.0,Not what I expected.,2025-04-07 12:00:00,Amazon
REV-104252,PRD-00038,CUST-210457,1.0,Loved it!,2025-08-08 10:00:00,Amazon
REV-104253,PRD-00122,CUST-398355,1.0,Good product.,2025-06-07 11:00:00,Amazon
REV-104254,PRD-00985,CUST-212511,5.0,Average.,2026-06-06 18:00:00,Amazon
REV-104255,PRD-02133,CUST-220327,5.0,Good product.,2024-11-17 22:00:00,Amazon
REV-104256,PRD-00142,CUST-201884,3.0,Good product.,2026-05-16 06:00:00,Amazon
REV-104257,PRD-01911,CUST-265955,2.0,Not what I expected.,2025-05-22 04:00:00,Amazon
REV-104258,PRD-02006,CUST-203803,3.0,Average.,2025-11-30 09:00:00,Amazon
REV-104259,PRD-00768,CUST-269099,5.0,Not what I expected.,2025-10-17 13:00:00,Amazon
REV-104260,PRD-00772,CUST-302343,1.0,Not what I expected.,2025-04-26 22:00:00,Amazon
REV-104261,PRD-01840,CUST-292023,5.0,Loved it!,2025-04-11 13:00:00,Amazon
REV-104262,PRD-02245,CUST-417074,1.0,Not what I expected.,2026-05-04 17:00:00,Amazon
REV-104263,PRD-00651,CUST-140511,3.0,Loved it!,2025-04-01 01:00:00,Amazon
REV-104264,PRD-01614,CUST-419087,3.0,Loved it!,2024-10-08 12:00:00,Amazon
REV-104265,PRD-01686,CUST-326941,3.0,Average.,2025-09-03 18:00:00,Amazon
REV-104266,PRD-00447,CUST-226023,3.0,Good product.,2026-07-28 09:00:00,Amazon
REV-104267,PRD-00924,CUST-275108,3.0,Average.,2026-08-06 10:00:00,Amazon
REV-104268,PRD-01502,CUST-332016,1.0,Loved it!,2026-06-28 22:00:00,Amazon
REV-104270,PRD-01721,CUST-488941,3.0,Good product.,2025-04-21 15:00:00,Amazon
REV-104271,PRD-02333,CUST-493214,3.0,Good product.,2026-08-04 07:00:00,Amazon
REV-104272,PRD-01197,CUST-486139,1.0,Great!,2024-11-28 20:00:00,Amazon
REV-104273,PRD-01066,CUST-389552,1.0,Average.,2025-04-11 15:00:00,Amazon
