product_id,product_name,category_id,price,stock_quantity,description,platform
PRD-00920,Vacuum Cleaner (Model W94),CAT-0184,5767.77,231,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00921,Blender (Model D94),CAT-0185,3715.33,174,High-quality blender suitable for Indian conditions.,Amazon
PRD-00922,Bedsheet (Model U47),CAT-0185,8441.51,191,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00923,Blender (Model B31),CAT-0185,7640.12,420,High-quality blender suitable for Indian conditions.,Amazon
PRD-00924,Vacuum Cleaner (Model D42),CAT-0185,9357.35,96,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00925,Blender (Model M37),CAT-0185,7127.17,400,High-quality blender suitable for Indian conditions.,Amazon
PRD-00926,Cookware Set (Model W53),CAT-0186,2062.6,212,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00927,Blender (Model U96),CAT-0186,9037.76,395,High-quality blender suitable for Indian conditions.,Amazon
PRD-00928,Vacuum Cleaner (Model O94),CAT-0186,9045.08,258,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00929,Cookware Set (Model P10),CAT-0186,8190.28,24,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00930,Vacuum Cleaner (Model S71),CAT-0186,13903.38,399,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00931,Cookware Set (Model W84),CAT-0187,3017.93,417,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00932,Cookware Set (Model D59),CAT-0187,10034.07,310,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00933,Bedsheet (Model Q59),CAT-0187,6570.64,311,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00934,Cookware Set (Model I60),CAT-0187,14472.11,496,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00935,Bedsheet (Model O27),CAT-0187,2503.61,308,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00936,Bedsheet (Model W80),CAT-0188,12980.26,364,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00937,Cookware Set (Model G36),CAT-0188,9550.43,148,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00938,Bedsheet (Model V26),CAT-0188,14729.36,332,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00939,Cookware Set (Model Q79),CAT-0188,10567.52,165,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00940,Blender (Model Y55),CAT-0188,8653.06,298,High-quality blender suitable for Indian conditions.,Amazon
PRD-00941,Vacuum Cleaner (Model V78),CAT-0189,4645.96,433,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00942,Vacuum Cleaner (Model Z11),CAT-0189,8079.58,12,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00943,Vacuum Cleaner (Model E16),CAT-0189,10218.69,102,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00944,Bedsheet (Model Y30),CAT-0189,14761.22,349,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00945,Bedsheet (Model E17),CAT-0189,10513.63,151,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00946,Cookware Set (Model Y79),CAT-0190,968.44,416,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00947,Vacuum Cleaner (Model D88),CAT-0190,13086.51,378,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00948,Cookware Set (Model X92),CAT-0190,8638.42,121,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00949,Bedsheet (Model W95),CAT-0190,1181.21,195,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00950,Vacuum Cleaner (Model N97),CAT-0190,5033.48,282,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00951,Blender (Model A42),CAT-0191,3444.76,444,High-quality blender suitable for Indian conditions.,Amazon
PRD-00952,Vacuum Cleaner (Model H91),CAT-0191,10717.12,331,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00953,Bedsheet (Model Y85),CAT-0191,8425.92,308,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00954,Cookware Set (Model Y34),CAT-0191,4765.58,90,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00955,Blender (Model F32),CAT-0191,11158.65,61,High-quality blender suitable for Indian conditions.,Amazon
PRD-00956,Vacuum Cleaner (Model B64),CAT-0192,4547.13,135,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00957,Cookware Set (Model F84),CAT-0192,12767.21,2,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00958,Bedsheet (Model O29),CAT-0192,1079.14,475,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00959,Bedsheet (Model T16),CAT-0192,11718.08,320,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00960,Bedsheet (Model P83),CAT-0192,8477.32,37,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00961,Bedsheet (Model Q38),CAT-0193,14376.32,266,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00962,Blender (Model Z74),CAT-0193,2810.87,278,High-quality blender suitable for Indian conditions.,Amazon
PRD-00963,Vacuum Cleaner (Model C54),CAT-0193,3707.37,109,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00964,Bedsheet (Model K56),CAT-0193,4756.83,486,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00965,Vacuum Cleaner (Model R93),CAT-0193,627.65,342,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00966,Bedsheet (Model O40),CAT-0194,13615.2,314,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00967,Cookware Set (Model B97),CAT-0194,13342.07,195,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00968,Blender (Model M42),CAT-0194,8333.44,144,High-quality blender suitable for Indian conditions.,Amazon
PRD-00969,Blender (Model Q57),CAT-0194,7957.48,260,High-quality blender suitable for Indian conditions.,Amazon
PRD-00970,Vacuum Cleaner (Model P15),CAT-0194,4798.29,333,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00971,Cookware Set (Model K75),CAT-0195,1694.01,49,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00972,Cookware Set (Model Y78),CAT-0195,8231.48,320,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00973,Blender (Model G95),CAT-0195,9627.96,109,High-quality blender suitable for Indian conditions.,Amazon
PRD-00974,Vacuum Cleaner (Model D36),CAT-0195,8297.44,359,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00975,Vacuum Cleaner (Model U19),CAT-0195,11329.92,78,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00976,Blender (Model O52),CAT-0196,1049.35,37,High-quality blender suitable for Indian conditions.,Amazon
PRD-00977,Blender (Model F42),CAT-0196,8592.22,294,High-quality blender suitable for Indian conditions.,Amazon
PRD-00978,Cookware Set (Model I62),CAT-0196,6126.47,322,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00979,Vacuum Cleaner (Model N50),CAT-0196,744.92,344,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00980,Blender (Model R10),CAT-0196,9800.63,316,High-quality blender suitable for Indian conditions.,Amazon
PRD-00981,Blender (Model Y84),CAT-0197,1159.99,434,High-quality blender suitable for Indian conditions.,Amazon
PRD-00982,Blender (Model L74),CAT-0197,2038.97,402,High-quality blender suitable for Indian conditions.,Amazon
PRD-00983,Bedsheet (Model T21),CAT-0197,4582.0,474,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00984,Vacuum Cleaner (Model M60),CAT-0197,12420.77,15,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00985,Vacuum Cleaner (Model F78),CAT-0197,3688.05,382,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00986,Vacuum Cleaner (Model Z79),CAT-0198,4777.19,324,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-00987,Cookware Set (Model J96),CAT-0198,13361.18,494,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00988,Bedsheet (Model A80),CAT-0198,13184.12,72,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00989,Blender (Model B10),CAT-0198,8804.42,201,High-quality blender suitable for Indian conditions.,Amazon
PRD-00990,Blender (Model J36),CAT-0198,11350.3,462,High-quality blender suitable for Indian conditions.,Amazon
PRD-00991,Bedsheet (Model G62),CAT-0199,13631.61,435,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00992,Cookware Set (Model F33),CAT-0199,3701.43,427,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00993,Bedsheet (Model G24),CAT-0199,3129.69,409,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00994,Blender (Model Y80),CAT-0199,7188.35,281,High-quality blender suitable for Indian conditions.,Amazon
PRD-00995,Blender (Model J95),CAT-0199,1476.76,50,High-quality blender suitable for Indian conditions.,Amazon
PRD-00996,Cookware Set (Model X84),CAT-0200,7564.26,169,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-00997,Bedsheet (Model E95),CAT-0200,10004.36,51,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00998,Bedsheet (Model T18),CAT-0200,13551.72,162,High-quality bedsheet suitable for Indian conditions.,Amazon
PRD-00999,Vacuum Cleaner (Model O52),CAT-0200,9436.97,156,High-quality vacuum cleaner suitable for Indian conditions.,Amazon
PRD-01000,Cookware Set (Model S82),CAT-0200,5785.15,161,High-quality cookware set suitable for Indian conditions.,Amazon
PRD-01001,Shampoo (Model F10),CAT-0201,886.05,402,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01002,Perfume (Model W92),CAT-0201,1174.89,430,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01003,Lipstick (Model E96),CAT-0201,1872.49,449,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01004,Shampoo (Model O67),CAT-0201,993.04,156,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01005,Shampoo (Model R23),CAT-0201,563.06,310,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01006,Face Wash (Model I27),CAT-0202,2244.55,100,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01007,Lipstick (Model X90),CAT-0202,329.69,38,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01008,Face Wash (Model Q90),CAT-0202,223.31,297,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01009,Shampoo (Model Y85),CAT-0202,649.99,18,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01010,Lipstick (Model R79),CAT-0202,1259.44,396,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01011,Perfume (Model L60),CAT-0203,674.77,395,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01012,Lipstick (Model E69),CAT-0203,1327.64,46,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01013,Shampoo (Model L74),CAT-0203,174.89,122,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01014,Perfume (Model Y75),CAT-0203,479.87,81,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01015,Perfume (Model S82),CAT-0203,1699.62,495,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01016,Perfume (Model X71),CAT-0204,2357.06,20,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01017,Perfume (Model Y72),CAT-0204,694.61,135,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01018,Lipstick (Model H15),CAT-0204,1721.18,265,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01019,Lipstick (Model M70),CAT-0204,2307.07,451,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01020,Face Wash (Model B93),CAT-0204,911.57,360,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01021,Lipstick (Model X43),CAT-0205,1509.78,291,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01022,Perfume (Model M93),CAT-0205,1039.52,300,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01023,Face Wash (Model Q42),CAT-0205,1034.37,464,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01024,Perfume (Model Q61),CAT-0205,979.31,444,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01025,Lipstick (Model P71),CAT-0205,2234.85,3,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01026,Perfume (Model O31),CAT-0206,690.48,263,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01027,Lipstick (Model G29),CAT-0206,589.23,185,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01028,Face Wash (Model V39),CAT-0206,1124.34,169,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01029,Face Wash (Model P96),CAT-0206,1275.21,107,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01030,Perfume (Model U62),CAT-0206,202.75,22,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01031,Perfume (Model S85),CAT-0207,528.65,322,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01032,Face Wash (Model S28),CAT-0207,281.39,132,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01033,Perfume (Model Q61),CAT-0207,1558.49,288,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01034,Face Wash (Model X94),CAT-0207,2080.06,484,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01035,Face Wash (Model G67),CAT-0207,1575.34,241,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01036,Shampoo (Model F38),CAT-0208,2101.35,307,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01037,Perfume (Model Z84),CAT-0208,2078.06,93,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01038,Lipstick (Model F97),CAT-0208,955.28,232,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01039,Face Wash (Model H58),CAT-0208,1055.84,55,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01040,Face Wash (Model G76),CAT-0208,2170.04,258,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01041,Shampoo (Model E87),CAT-0209,376.3,243,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01042,Face Wash (Model Z78),CAT-0209,1332.82,60,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01043,Face Wash (Model P94),CAT-0209,456.27,308,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01044,Face Wash (Model Y96),CAT-0209,1675.69,267,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01045,Shampoo (Model L15),CAT-0209,1789.46,219,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01046,Perfume (Model Z71),CAT-0210,2005.46,195,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01047,Lipstick (Model S99),CAT-0210,1503.88,217,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01048,Perfume (Model I71),CAT-0210,1949.77,465,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01049,Face Wash (Model J86),CAT-0210,2210.4,209,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01050,Lipstick (Model G10),CAT-0210,1816.5,404,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01051,Face Wash (Model S76),CAT-0211,426.9,3,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01052,Shampoo (Model U36),CAT-0211,1766.25,161,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01053,Shampoo (Model L23),CAT-0211,513.73,333,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01054,Lipstick (Model I78),CAT-0211,1145.37,187,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01055,Lipstick (Model V60),CAT-0211,1924.18,211,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01056,Shampoo (Model F57),CAT-0212,1463.87,247,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01057,Lipstick (Model J83),CAT-0212,959.24,361,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01058,Shampoo (Model X27),CAT-0212,2159.25,337,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01059,Face Wash (Model X39),CAT-0212,1199.5,358,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01060,Perfume (Model D37),CAT-0212,1344.61,402,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01061,Lipstick (Model Z80),CAT-0213,1592.96,350,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01062,Face Wash (Model F59),CAT-0213,2416.74,2,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01063,Face Wash (Model E70),CAT-0213,2325.78,222,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01064,Face Wash (Model C43),CAT-0213,671.16,40,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01065,Face Wash (Model X59),CAT-0213,2337.11,205,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01066,Lipstick (Model W86),CAT-0214,285.04,396,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01067,Perfume (Model U73),CAT-0214,1181.58,103,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01068,Lipstick (Model G14),CAT-0214,1992.3,261,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01069,Perfume (Model T31),CAT-0214,1733.96,184,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01070,Perfume (Model U10),CAT-0214,2442.77,44,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01071,Lipstick (Model Y61),CAT-0215,979.85,202,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01072,Shampoo (Model S35),CAT-0215,1366.7,377,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01073,Face Wash (Model C80),CAT-0215,818.56,424,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01074,Lipstick (Model L45),CAT-0215,681.79,493,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01075,Perfume (Model O61),CAT-0215,1501.03,133,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01076,Perfume (Model N74),CAT-0216,400.19,37,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01077,Lipstick (Model K24),CAT-0216,2036.91,489,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01078,Lipstick (Model R83),CAT-0216,737.83,226,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01079,Shampoo (Model S71),CAT-0216,1959.42,387,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01080,Lipstick (Model Y68),CAT-0216,1751.75,459,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01081,Face Wash (Model P24),CAT-0217,755.88,195,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01082,Perfume (Model V99),CAT-0217,690.34,161,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01083,Shampoo (Model L76),CAT-0217,1408.78,358,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01084,Lipstick (Model H46),CAT-0217,368.57,344,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01085,Lipstick (Model C80),CAT-0217,2338.78,243,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01086,Lipstick (Model L37),CAT-0218,2251.64,137,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01087,Perfume (Model X97),CAT-0218,2336.1,97,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01088,Shampoo (Model X35),CAT-0218,701.92,123,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01089,Lipstick (Model G39),CAT-0218,626.5,127,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01090,Lipstick (Model E23),CAT-0218,431.71,40,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01091,Shampoo (Model T10),CAT-0219,1945.97,277,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01092,Face Wash (Model P57),CAT-0219,1608.57,252,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01093,Lipstick (Model P33),CAT-0219,2463.33,468,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01094,Lipstick (Model M38),CAT-0219,1912.9,65,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01095,Face Wash (Model Q64),CAT-0219,1274.05,276,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01096,Face Wash (Model Q54),CAT-0220,1075.23,351,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01097,Perfume (Model O25),CAT-0220,1790.87,235,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01098,Lipstick (Model W11),CAT-0220,177.78,107,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01099,Shampoo (Model S22),CAT-0220,914.78,313,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01100,Lipstick (Model F80),CAT-0220,767.7,137,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01101,Shampoo (Model T53),CAT-0221,1009.92,255,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01102,Shampoo (Model G63),CAT-0221,1796.67,190,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01103,Lipstick (Model M45),CAT-0221,1209.21,292,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01104,Perfume (Model S97),CAT-0221,687.13,51,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01105,Lipstick (Model Z40),CAT-0221,1455.05,438,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01106,Shampoo (Model G28),CAT-0222,2030.09,378,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01107,Perfume (Model P11),CAT-0222,565.03,255,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01108,Perfume (Model U76),CAT-0222,1404.86,161,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01109,Shampoo (Model J42),CAT-0222,1471.03,290,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01110,Face Wash (Model M22),CAT-0222,1772.78,30,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01111,Perfume (Model I70),CAT-0223,2121.58,49,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01112,Shampoo (Model X52),CAT-0223,760.46,184,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01113,Lipstick (Model L12),CAT-0223,1117.64,179,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01114,Perfume (Model S83),CAT-0223,1677.18,275,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01115,Perfume (Model Y46),CAT-0223,984.51,344,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01116,Shampoo (Model Y67),CAT-0224,2240.64,195,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01117,Lipstick (Model O90),CAT-0224,2398.0,444,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01118,Perfume (Model U53),CAT-0224,1141.27,313,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01119,Shampoo (Model C20),CAT-0224,530.7,116,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01120,Lipstick (Model K93),CAT-0224,834.69,136,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01121,Shampoo (Model I66),CAT-0225,1985.29,480,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01122,Lipstick (Model X85),CAT-0225,1374.2,230,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01123,Shampoo (Model F33),CAT-0225,2157.4,64,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01124,Perfume (Model V42),CAT-0225,2360.03,358,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01125,Face Wash (Model G31),CAT-0225,1083.06,48,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01126,Face Wash (Model P80),CAT-0226,276.49,394,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01127,Shampoo (Model Q20),CAT-0226,394.23,316,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01128,Perfume (Model C93),CAT-0226,2339.24,199,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01129,Lipstick (Model H41),CAT-0226,1883.34,226,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01130,Perfume (Model E77),CAT-0226,2120.52,14,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01131,Face Wash (Model V55),CAT-0227,2171.87,166,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01132,Shampoo (Model O79),CAT-0227,2346.92,280,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01133,Shampoo (Model E99),CAT-0227,1417.33,302,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01134,Shampoo (Model U91),CAT-0227,2211.64,222,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01135,Lipstick (Model L71),CAT-0227,1418.22,412,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01136,Face Wash (Model O49),CAT-0228,1009.59,133,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01137,Perfume (Model J11),CAT-0228,150.22,417,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01138,Perfume (Model L46),CAT-0228,1252.62,4,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01139,Shampoo (Model Y71),CAT-0228,854.08,392,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01140,Shampoo (Model Z47),CAT-0228,1552.96,407,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01141,Face Wash (Model R57),CAT-0229,593.14,451,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01142,Shampoo (Model M41),CAT-0229,533.68,377,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01143,Shampoo (Model M38),CAT-0229,768.0,216,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01144,Perfume (Model Q88),CAT-0229,2047.8,350,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01145,Lipstick (Model J93),CAT-0229,1895.88,414,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01146,Lipstick (Model N34),CAT-0230,2155.68,93,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01147,Perfume (Model J24),CAT-0230,1646.7,316,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01148,Shampoo (Model I99),CAT-0230,1613.47,96,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01149,Lipstick (Model A29),CAT-0230,266.64,273,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01150,Face Wash (Model F23),CAT-0230,812.97,64,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01151,Shampoo (Model X11),CAT-0231,697.1,77,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01152,Face Wash (Model P37),CAT-0231,953.5,159,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01153,Shampoo (Model L69),CAT-0231,1787.8,16,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01154,Lipstick (Model C28),CAT-0231,281.69,397,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01155,Shampoo (Model C79),CAT-0231,1254.84,98,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01156,Lipstick (Model M11),CAT-0232,436.61,393,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01157,Perfume (Model M66),CAT-0232,730.83,17,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01158,Perfume (Model O22),CAT-0232,1374.68,106,High-quality perfume suitable for Indian conditions.,Amazon
PRD-01159,Shampoo (Model M97),CAT-0232,2408.85,479,High-quality shampoo suitable for Indian conditions.,Amazon
PRD-01160,Lipstick (Model F90),CAT-0232,1861.36,381,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01161,Face Wash (Model I71),CAT-0233,1650.52,101,High-quality face wash suitable for Indian conditions.,Amazon
PRD-01162,Lipstick (Model B95),CAT-0233,661.8,57,High-quality lipstick suitable for Indian conditions.,Amazon
PRD-01163,Perfume (Model U65),CAT-0233,912.61,85,High-quality perfume suitable for Indian conditions.,Amazon
