order_item_id,order_id,product_id,quantity,unit_price,total_price,platform
ITM-111393,ORD-2026-12599,PRD-02225,1,4473.95,4473.95,Amazon
ITM-111394,ORD-2026-24788,PRD-02019,3,3083.2,9249.599999999999,Amazon
ITM-111395,ORD-2026-10341,PRD-00927,1,9037.76,9037.76,Amazon
ITM-111396,ORD-2026-12134,PRD-00426,3,1143.97,3431.91,Amazon
ITM-111397,ORD-2026-21109,PRD-00801,4,7405.8,29623.2,Amazon
ITM-111398,ORD-2026-16722,PRD-00746,5,323.23,1616.15,Amazon
ITM-111399,ORD-2026-19654,PRD-00093,5,70777.88,353889.4,Amazon
ITM-111400,ORD-2026-23109,PRD-01899,2,237.09,474.18,Amazon
ITM-111401,ORD-2026-13933,PRD-01740,5,645.3,3226.5,Amazon
ITM-111402,ORD-2026-14269,PRD-00911,1,5990.25,5990.25,Amazon
ITM-111403,ORD-2026-16147,PRD-01726,1,310.33,310.33,Amazon
ITM-111404,ORD-2026-10490,PRD-01752,3,4370.07,13110.21,Amazon
ITM-111405,ORD-2026-13869,PRD-00585,4,490.21,1960.84,Amazon
ITM-111406,ORD-2026-16915,PRD-02435,2,1424.17,2848.34,Amazon
ITM-111407,ORD-2026-10703,PRD-02091,2,5469.85,10939.7,Amazon
ITM-111408,ORD-2026-13234,PRD-01165,1,1991.17,1991.17,Amazon
ITM-111409,ORD-2026-19350,PRD-01475,1,5093.39,5093.39,Amazon
ITM-111410,ORD-2026-15641,PRD-01009,5,649.99,3249.95,Amazon
ITM-111411,ORD-2026-11087,PRD-01679,2,691.36,1382.72,Amazon
ITM-111412,ORD-2026-19998,PRD-00426,3,1143.97,3431.91,Amazon
ITM-111413,ORD-2026-27778,PRD-02046,4,6794.5,27178.0,Amazon
ITM-111414,ORD-2026-22212,PRD-02342,2,493.36,986.72,Amazon
ITM-111415,ORD-2026-23998,PRD-00827,3,4472.67,13418.01,Amazon
ITM-111416,ORD-2026-11447,PRD-00364,1,1781.77,1781.77,Amazon
ITM-111417,ORD-2026-27570,PRD-01630,3,906.58,2719.74,Amazon
ITM-111418,ORD-2026-19290,PRD-02337,3,932.37,2797.11,Amazon
ITM-111419,ORD-2026-24906,PRD-01909,2,3264.99,6529.98,Amazon
ITM-111420,ORD-2026-21174,PRD-00516,3,159.56,478.68,Amazon
ITM-111421,ORD-2026-18885,PRD-01264,2,3990.01,7980.02,Amazon
ITM-111422,ORD-2026-23994,PRD-01093,5,2463.33,12316.65,Amazon
ITM-111423,ORD-2026-26935,PRD-01418,5,6196.69,30983.45,Amazon
ITM-111424,ORD-2026-14456,PRD-00761,3,13822.32,41466.96,Amazon
ITM-111425,ORD-2026-18062,PRD-01217,3,1997.97,5993.91,Amazon
ITM-111426,ORD-2026-26889,PRD-02021,4,1124.25,4497.0,Amazon
ITM-111427,ORD-2026-26548,PRD-01762,1,672.53,672.53,Amazon
ITM-111428,ORD-2026-14483,PRD-01159,5,2408.85,12044.25,Amazon
ITM-111429,ORD-2026-11418,PRD-01226,3,206.89,620.67,Amazon
ITM-111430,ORD-2026-26737,PRD-01720,3,960.56,2881.68,Amazon
ITM-111431,ORD-2026-12162,PRD-00889,3,1588.2,4764.6,Amazon
ITM-111432,ORD-2026-10546,PRD-00259,3,2690.62,8071.86,Amazon
ITM-111433,ORD-2026-15208,PRD-01382,3,4748.55,14245.65,Amazon
ITM-111434,ORD-2026-16360,PRD-02258,4,1466.11,5864.44,Amazon
ITM-111435,ORD-2026-26932,PRD-01719,1,277.69,277.69,Amazon
ITM-111436,ORD-2026-18364,PRD-01765,4,2235.3,8941.2,Amazon
ITM-111437,ORD-2026-21925,PRD-02350,2,330.85,661.7,Amazon
ITM-111438,ORD-2026-14489,PRD-01160,4,1861.36,7445.44,Amazon
ITM-111439,ORD-2026-11962,PRD-01047,1,1503.88,1503.88,Amazon
ITM-111440,ORD-2026-10180,PRD-00443,1,422.32,422.32,Amazon
ITM-111441,ORD-2026-18983,PRD-00231,2,15733.83,31467.66,Amazon
ITM-111442,ORD-2026-10405,PRD-02439,2,1252.37,2504.74,Amazon
ITM-111443,ORD-2026-19790,PRD-00824,1,6349.08,6349.08,Amazon
ITM-111444,ORD-2026-16762,PRD-02162,5,7032.85,35164.25,Amazon
ITM-111445,ORD-2026-27434,PRD-02210,1,4668.14,4668.14,Amazon
ITM-111446,ORD-2026-19014,PRD-01348,2,6842.79,13685.58,Amazon
ITM-111447,ORD-2026-11490,PRD-01945,5,3212.33,16061.65,Amazon
ITM-111448,ORD-2026-23732,PRD-00723,2,333.89,667.78,Amazon
ITM-111449,ORD-2026-10366,PRD-02337,4,932.37,3729.48,Amazon
ITM-111450,ORD-2026-23890,PRD-00797,1,8681.58,8681.58,Amazon
ITM-111451,ORD-2026-23770,PRD-01151,4,697.1,2788.4,Amazon
ITM-111452,ORD-2026-27120,PRD-01209,3,855.92,2567.76,Amazon
ITM-111453,ORD-2026-24445,PRD-00711,4,606.43,2425.72,Amazon
ITM-111454,ORD-2026-15948,PRD-02107,3,5417.81,16253.43,Amazon
ITM-111455,ORD-2026-17890,PRD-00881,1,10106.0,10106.0,Amazon
ITM-111456,ORD-2026-25870,PRD-00510,2,205.77,411.54,Amazon
ITM-111457,ORD-2026-27353,PRD-01962,5,2803.75,14018.75,Amazon
ITM-111458,ORD-2026-13104,PRD-00081,5,8137.16,40685.8,Amazon
ITM-111459,ORD-2026-11501,PRD-01978,3,3003.4,9010.2,Amazon
ITM-111460,ORD-2026-20881,PRD-02447,2,1208.94,2417.88,Amazon
ITM-111461,ORD-2026-19567,PRD-00031,3,43076.13,129228.39,Amazon
ITM-111462,ORD-2026-15568,PRD-01860,5,2268.64,11343.2,Amazon
ITM-111463,ORD-2026-14363,PRD-00138,5,22890.87,114454.35,Amazon
ITM-111464,ORD-2026-16966,PRD-01182,1,569.8,569.8,Amazon
ITM-111465,ORD-2026-22606,PRD-00285,3,481.26,1443.78,Amazon
ITM-111466,ORD-2026-27400,PRD-00548,3,470.15,1410.45,Amazon
ITM-111467,ORD-2026-13422,PRD-02419,5,833.02,4165.1,Amazon
ITM-111468,ORD-2026-16307,PRD-00181,5,22360.72,111803.6,Amazon
ITM-111469,ORD-2026-16446,PRD-00494,1,1782.93,1782.93,Amazon
ITM-111470,ORD-2026-19803,PRD-02460,2,258.61,517.22,Amazon
ITM-111471,ORD-2026-12637,PRD-01997,2,4802.73,9605.46,Amazon
ITM-111472,ORD-2026-13506,PRD-01145,2,1895.88,3791.76,Amazon
ITM-111473,ORD-2026-19458,PRD-02460,4,258.61,1034.44,Amazon
ITM-111474,ORD-2026-12751,PRD-00157,2,41643.34,83286.68,Amazon
ITM-111475,ORD-2026-19445,PRD-01793,1,3041.67,3041.67,Amazon
ITM-111476,ORD-2026-24830,PRD-00573,3,710.73,2132.19,Amazon
ITM-111477,ORD-2026-25436,PRD-02469,3,231.08,693.24,Amazon
ITM-111478,ORD-2026-19171,PRD-00332,2,2952.44,5904.88,Amazon
ITM-111479,ORD-2026-18062,PRD-00145,4,63697.65,254790.6,Amazon
ITM-111480,ORD-2026-27190,PRD-00381,3,2627.77,7883.309999999999,Amazon
ITM-111481,ORD-2026-13034,PRD-01105,4,1455.05,5820.2,Amazon
ITM-111482,ORD-2026-25638,PRD-00575,2,237.8,475.6,Amazon
ITM-111483,ORD-2026-16927,PRD-00966,4,13615.2,54460.8,Amazon
ITM-111484,ORD-2026-14267,PRD-01639,5,264.58,1322.9,Amazon
ITM-111485,ORD-2026-11483,PRD-00940,5,8653.06,43265.3,Amazon
ITM-111486,ORD-2026-22888,PRD-00620,5,618.61,3093.05,Amazon
ITM-111487,ORD-2026-24074,PRD-00381,1,2627.77,2627.77,Amazon
ITM-111488,ORD-2026-27996,PRD-01027,1,589.23,589.23,Amazon
ITM-111489,ORD-2026-16100,PRD-00046,2,65562.27,131124.54,Amazon
ITM-111490,ORD-2026-10035,PRD-00362,4,2348.87,9395.48,Amazon
ITM-111491,ORD-2026-15588,PRD-00950,4,5033.48,20133.92,Amazon
ITM-111492,ORD-2026-25519,PRD-00318,5,2009.71,10048.55,Amazon
ITM-111493,ORD-2026-23092,PRD-01841,5,1849.51,9247.55,Amazon
ITM-111494,ORD-2026-26474,PRD-02223,5,7400.63,37003.15,Amazon
ITM-111495,ORD-2026-16182,PRD-00994,4,7188.35,28753.4,Amazon
ITM-111496,ORD-2026-25594,PRD-00201,4,61999.29,247997.16,Amazon
ITM-111497,ORD-2026-15715,PRD-02250,5,4537.27,22686.35,Amazon
ITM-111498,ORD-2026-23605,PRD-02148,4,1265.92,5063.68,Amazon
ITM-111499,ORD-2026-16059,PRD-01539,1,276.7,276.7,Amazon
ITM-111500,ORD-2026-17037,PRD-00354,2,1597.59,3195.18,Amazon
ITM-111501,ORD-2026-27021,PRD-00150,5,63098.11,315490.55,Amazon
ITM-111502,ORD-2026-26907,PRD-01634,3,253.56,760.6800000000001,Amazon
ITM-111503,ORD-2026-24390,PRD-00881,1,10106.0,10106.0,Amazon
ITM-111504,ORD-2026-10928,PRD-01872,5,2733.42,13667.1,Amazon
ITM-111505,ORD-2026-19645,PRD-00266,5,957.64,4788.2,Amazon
ITM-111506,ORD-2026-17053,PRD-01401,4,2984.8,11939.2,Amazon
ITM-111507,ORD-2026-24908,PRD-01036,1,2101.35,2101.35,Amazon
ITM-111508,ORD-2026-16298,PRD-01717,2,663.13,1326.26,Amazon
ITM-111509,ORD-2026-25098,PRD-02164,3,4771.42,14314.26,Amazon
ITM-111510,ORD-2026-18631,PRD-01337,5,7866.79,39333.95,Amazon
ITM-111511,ORD-2026-12559,PRD-01667,2,972.33,1944.66,Amazon
ITM-111512,ORD-2026-20426,PRD-01965,3,4291.85,12875.55,Amazon
ITM-111513,ORD-2026-24785,PRD-01820,2,206.9,413.8,Amazon
ITM-111514,ORD-2026-20761,PRD-00402,4,2912.42,11649.68,Amazon
ITM-111515,ORD-2026-12648,PRD-00726,1,246.94,246.94,Amazon
ITM-111516,ORD-2026-24302,PRD-01035,5,1575.34,7876.7,Amazon
ITM-111517,ORD-2026-15492,PRD-01879,3,3807.14,11421.42,Amazon
ITM-111518,ORD-2026-14307,PRD-01260,5,651.5,3257.5,Amazon
ITM-111519,ORD-2026-26765,PRD-01717,3,663.13,1989.39,Amazon
ITM-111520,ORD-2026-23255,PRD-02361,2,87.26,174.52,Amazon
ITM-111521,ORD-2026-13096,PRD-01317,5,7479.7,37398.5,Amazon
ITM-111522,ORD-2026-19839,PRD-01944,1,2573.62,2573.62,Amazon
ITM-111523,ORD-2026-21071,PRD-02272,3,641.14,1923.42,Amazon
ITM-111524,ORD-2026-13183,PRD-00084,4,78215.45,312861.8,Amazon
ITM-111525,ORD-2026-11504,PRD-02467,2,329.05,658.1,Amazon
ITM-111526,ORD-2026-26696,PRD-00378,4,844.3,3377.2,Amazon
ITM-111527,ORD-2026-14174,PRD-01781,2,128.45,256.9,Amazon
ITM-111528,ORD-2026-21302,PRD-02422,1,1220.71,1220.71,Amazon
ITM-111529,ORD-2026-21169,PRD-00766,4,11981.72,47926.88,Amazon
ITM-111530,ORD-2026-26659,PRD-01219,2,767.01,1534.02,Amazon
ITM-111531,ORD-2026-21574,PRD-01023,4,1034.37,4137.48,Amazon
ITM-111532,ORD-2026-26688,PRD-01898,2,1920.19,3840.38,Amazon
ITM-111533,ORD-2026-11086,PRD-01434,1,7591.27,7591.27,Amazon
ITM-111534,ORD-2026-17389,PRD-00783,5,8432.17,42160.85,Amazon
ITM-111535,ORD-2026-14770,PRD-00821,2,3565.16,7130.32,Amazon
ITM-111536,ORD-2026-23689,PRD-01143,3,768.0,2304.0,Amazon
ITM-111537,ORD-2026-11372,PRD-01419,5,6727.89,33639.45,Amazon
ITM-111538,ORD-2026-25610,PRD-00829,4,7587.41,30349.64,Amazon
ITM-111539,ORD-2026-10614,PRD-02492,4,1304.67,5218.68,Amazon
ITM-111540,ORD-2026-12962,PRD-00932,4,10034.07,40136.28,Amazon
ITM-111541,ORD-2026-10976,PRD-02111,3,1142.27,3426.81,Amazon
ITM-111542,ORD-2026-25421,PRD-01631,3,928.02,2784.06,Amazon
ITM-111543,ORD-2026-26523,PRD-00853,3,6596.85,19790.55,Amazon
ITM-111544,ORD-2026-13039,PRD-00033,3,45453.43,136360.29,Amazon
ITM-111545,ORD-2026-25644,PRD-01281,3,4173.44,12520.32,Amazon
ITM-111546,ORD-2026-23612,PRD-01222,3,2493.14,7479.42,Amazon
ITM-111547,ORD-2026-16394,PRD-01648,5,768.49,3842.45,Amazon
ITM-111548,ORD-2026-27686,PRD-01216,5,1501.85,7509.25,Amazon
ITM-111549,ORD-2026-24098,PRD-00217,4,33955.91,135823.64,Amazon
ITM-111550,ORD-2026-24150,PRD-01159,3,2408.85,7226.549999999999,Amazon
ITM-111551,ORD-2026-18839,PRD-00985,1,3688.05,3688.05,Amazon
ITM-111552,ORD-2026-12750,PRD-01980,4,2646.41,10585.64,Amazon
ITM-111553,ORD-2026-19424,PRD-01083,4,1408.78,5635.12,Amazon
ITM-111554,ORD-2026-24618,PRD-01868,2,4610.21,9220.42,Amazon
ITM-111555,ORD-2026-19269,PRD-00252,4,1007.84,4031.36,Amazon
ITM-111556,ORD-2026-25982,PRD-01641,4,220.33,881.32,Amazon
ITM-111557,ORD-2026-19114,PRD-00163,4,59096.32,236385.28,Amazon
ITM-111558,ORD-2026-26202,PRD-00166,2,27218.48,54436.96,Amazon
ITM-111559,ORD-2026-25950,PRD-01470,1,9679.11,9679.11,Amazon
ITM-111560,ORD-2026-23713,PRD-00737,3,276.98,830.94,Amazon
ITM-111561,ORD-2026-17358,PRD-00363,2,2745.82,5491.64,Amazon
ITM-111562,ORD-2026-26587,PRD-00663,3,688.13,2064.39,Amazon
ITM-111563,ORD-2026-10279,PRD-00224,5,51309.46,256547.3,Amazon
ITM-111564,ORD-2026-12312,PRD-01426,4,4854.54,19418.16,Amazon
ITM-111565,ORD-2026-16048,PRD-00801,4,7405.8,29623.2,Amazon
ITM-111566,ORD-2026-10831,PRD-02249,4,1642.14,6568.56,Amazon
ITM-111567,ORD-2026-11895,PRD-00907,4,9800.36,39201.44,Amazon
ITM-111568,ORD-2026-16724,PRD-01995,1,2278.66,2278.66,Amazon
ITM-111569,ORD-2026-26569,PRD-01694,3,278.36,835.08,Amazon
ITM-111570,ORD-2026-18408,PRD-00050,2,19265.67,38531.34,Amazon
ITM-111571,ORD-2026-21873,PRD-00181,2,22360.72,44721.44,Amazon
ITM-111572,ORD-2026-24034,PRD-01377,1,1337.48,1337.48,Amazon
ITM-111573,ORD-2026-13874,PRD-01005,1,563.06,563.06,Amazon
ITM-111574,ORD-2026-22539,PRD-02197,5,7971.18,39855.9,Amazon
ITM-111575,ORD-2026-13269,PRD-01095,3,1274.05,3822.15,Amazon
ITM-111576,ORD-2026-24855,PRD-00984,4,12420.77,49683.08,Amazon
ITM-111577,ORD-2026-15479,PRD-00070,4,67530.87,270123.48,Amazon
ITM-111578,ORD-2026-11413,PRD-00083,1,71310.1,71310.1,Amazon
ITM-111579,ORD-2026-23504,PRD-01281,1,4173.44,4173.44,Amazon
ITM-111580,ORD-2026-10409,PRD-00745,2,443.71,887.42,Amazon
ITM-111581,ORD-2026-20880,PRD-02349,2,802.72,1605.44,Amazon
ITM-111582,ORD-2026-12382,PRD-01909,1,3264.99,3264.99,Amazon
ITM-111583,ORD-2026-12204,PRD-01021,5,1509.78,7548.9,Amazon
ITM-111584,ORD-2026-23613,PRD-01435,5,5391.54,26957.7,Amazon
ITM-111585,ORD-2026-17263,PRD-00206,4,53578.23,214312.92,Amazon
ITM-111586,ORD-2026-10085,PRD-02491,5,1188.55,5942.75,Amazon
ITM-111587,ORD-2026-21181,PRD-02021,4,1124.25,4497.0,Amazon
ITM-111588,ORD-2026-20679,PRD-01541,5,354.44,1772.2,Amazon
ITM-111589,ORD-2026-12951,PRD-00694,5,646.95,3234.75,Amazon
ITM-111590,ORD-2026-12149,PRD-01859,1,4764.02,4764.02,Amazon
ITM-111591,ORD-2026-10439,PRD-02426,5,233.33,1166.65,Amazon
ITM-111592,ORD-2026-15367,PRD-00438,4,1381.57,5526.28,Amazon
ITM-111593,ORD-2026-15228,PRD-00396,3,1849.59,5548.77,Amazon
ITM-111594,ORD-2026-26567,PRD-01386,3,477.94,1433.82,Amazon
ITM-111595,ORD-2026-23391,PRD-02392,2,1243.31,2486.62,Amazon
ITM-111596,ORD-2026-17425,PRD-00236,4,12999.0,51996.0,Amazon
ITM-111597,ORD-2026-22609,PRD-01517,1,864.13,864.13,Amazon
ITM-111598,ORD-2026-24649,PRD-01848,1,4875.83,4875.83,Amazon
ITM-111599,ORD-2026-22652,PRD-00886,2,14030.3,28060.6,Amazon
ITM-111600,ORD-2026-15149,PRD-01207,3,1850.41,5551.23,Amazon
ITM-111601,ORD-2026-24038,PRD-01212,4,2146.27,8585.08,Amazon
ITM-111602,ORD-2026-13592,PRD-01341,5,9930.12,49650.60000000001,Amazon
ITM-111603,ORD-2026-10235,PRD-01644,2,978.69,1957.38,Amazon
ITM-111604,ORD-2026-11121,PRD-00123,4,20512.58,82050.32,Amazon
ITM-111605,ORD-2026-14157,PRD-01447,5,3061.96,15309.8,Amazon
ITM-111606,ORD-2026-23890,PRD-01224,5,360.55,1802.75,Amazon
ITM-111607,ORD-2026-26445,PRD-02013,4,542.46,2169.84,Amazon
ITM-111608,ORD-2026-26772,PRD-00262,1,568.26,568.26,Amazon
ITM-111609,ORD-2026-11816,PRD-00081,4,8137.16,32548.64,Amazon
ITM-111610,ORD-2026-20856,PRD-00066,4,74676.37,298705.48,Amazon
ITM-111611,ORD-2026-25409,PRD-01502,1,753.4,753.4,Amazon
ITM-111612,ORD-2026-23814,PRD-01911,2,3261.28,6522.56,Amazon
ITM-111613,ORD-2026-21905,PRD-00766,1,11981.72,11981.72,Amazon
ITM-111614,ORD-2026-18180,PRD-00622,5,573.94,2869.7,Amazon
ITM-111615,ORD-2026-15664,PRD-00151,3,25129.67,75389.01,Amazon
ITM-111616,ORD-2026-14632,PRD-00955,2,11158.65,22317.3,Amazon
ITM-111617,ORD-2026-22518,PRD-00182,4,10338.48,41353.92,Amazon
ITM-111618,ORD-2026-13024,PRD-01531,4,117.16,468.64,Amazon
ITM-111619,ORD-2026-15686,PRD-02275,5,622.04,3110.2,Amazon
ITM-111620,ORD-2026-23557,PRD-01121,5,1985.29,9926.45,Amazon
ITM-111621,ORD-2026-20834,PRD-01115,2,984.51,1969.02,Amazon
ITM-111622,ORD-2026-12260,PRD-01388,2,7152.2,14304.4,Amazon
ITM-111623,ORD-2026-24548,PRD-00433,2,1642.9,3285.8,Amazon
ITM-111624,ORD-2026-16570,PRD-00244,5,29503.93,147519.65,Amazon
ITM-111625,ORD-2026-16308,PRD-00720,3,511.61,1534.83,Amazon
ITM-111626,ORD-2026-16565,PRD-01203,1,2082.49,2082.49,Amazon
ITM-111627,ORD-2026-12646,PRD-02119,5,1236.87,6184.349999999999,Amazon
ITM-111628,ORD-2026-11233,PRD-00593,3,668.61,2005.83,Amazon
ITM-111629,ORD-2026-10057,PRD-01764,5,3103.36,15516.8,Amazon
ITM-111630,ORD-2026-18760,PRD-00987,1,13361.18,13361.18,Amazon
ITM-111631,ORD-2026-25588,PRD-02024,2,6152.04,12304.08,Amazon
ITM-111632,ORD-2026-15839,PRD-00221,3,63614.4,190843.2,Amazon
ITM-111633,ORD-2026-10187,PRD-01697,2,202.56,405.12,Amazon
ITM-111634,ORD-2026-24972,PRD-01467,1,1743.45,1743.45,Amazon
ITM-111635,ORD-2026-20153,PRD-01046,5,2005.46,10027.3,Amazon
ITM-111636,ORD-2026-13105,PRD-01019,4,2307.07,9228.28,Amazon
ITM-111637,ORD-2026-26778,PRD-01814,1,3401.64,3401.64,Amazon
ITM-111638,ORD-2026-22102,PRD-01077,1,2036.91,2036.91,Amazon
ITM-111639,ORD-2026-15209,PRD-01189,3,2110.97,6332.91,Amazon
ITM-111640,ORD-2026-17174,PRD-00264,4,2862.33,11449.32,Amazon
ITM-111641,ORD-2026-20741,PRD-00894,3,10118.65,30355.95,Amazon
ITM-111642,ORD-2026-12872,PRD-02215,3,4398.68,13196.04,Amazon
ITM-111643,ORD-2026-22951,PRD-01178,2,711.15,1422.3,Amazon
ITM-111644,ORD-2026-15302,PRD-02422,1,1220.71,1220.71,Amazon
ITM-111645,ORD-2026-14028,PRD-02417,1,1459.82,1459.82,Amazon
ITM-111646,ORD-2026-14941,PRD-01149,1,266.64,266.64,Amazon
ITM-111647,ORD-2026-16673,PRD-01406,4,4935.54,19742.16,Amazon
ITM-111648,ORD-2026-20886,PRD-00355,2,2598.15,5196.3,Amazon
ITM-111649,ORD-2026-15701,PRD-00303,4,882.04,3528.16,Amazon
ITM-111650,ORD-2026-13364,PRD-01334,5,7214.46,36072.3,Amazon
ITM-111651,ORD-2026-13727,PRD-02001,3,2051.62,6154.86,Amazon
ITM-111652,ORD-2026-19348,PRD-02390,3,1091.97,3275.91,Amazon
ITM-111653,ORD-2026-16743,PRD-01214,4,1477.55,5910.2,Amazon
ITM-111654,ORD-2026-26286,PRD-01371,4,5660.31,22641.24,Amazon
ITM-111655,ORD-2026-16043,PRD-00818,3,12944.4,38833.2,Amazon
ITM-111656,ORD-2026-10142,PRD-00787,2,6434.56,12869.12,Amazon
ITM-111657,ORD-2026-12782,PRD-02479,2,1318.56,2637.12,Amazon
ITM-111658,ORD-2026-22312,PRD-00213,3,45393.54,136180.62,Amazon
ITM-111659,ORD-2026-10547,PRD-01691,5,964.01,4820.05,Amazon
ITM-111660,ORD-2026-23063,PRD-00120,4,71977.01,287908.04,Amazon
ITM-111661,ORD-2026-18308,PRD-00422,1,1773.06,1773.06,Amazon
ITM-111662,ORD-2026-12853,PRD-02328,5,1111.4,5557.0,Amazon
ITM-111663,ORD-2026-26521,PRD-00615,2,595.72,1191.44,Amazon
ITM-111664,ORD-2026-22313,PRD-01763,1,3764.33,3764.33,Amazon
ITM-111665,ORD-2026-23955,PRD-01181,1,906.76,906.76,Amazon
ITM-111666,ORD-2026-25777,PRD-02274,5,419.79,2098.95,Amazon
ITM-111667,ORD-2026-19751,PRD-01302,5,6744.88,33724.4,Amazon
ITM-111668,ORD-2026-16816,PRD-01327,4,7926.29,31705.16,Amazon
ITM-111669,ORD-2026-20309,PRD-00288,5,1409.18,7045.900000000001,Amazon
ITM-111670,ORD-2026-12462,PRD-01275,3,4119.02,12357.06,Amazon
ITM-111671,ORD-2026-19215,PRD-00220,2,35748.4,71496.8,Amazon
ITM-111672,ORD-2026-21229,PRD-02370,4,351.42,1405.68,Amazon
ITM-111673,ORD-2026-14841,PRD-00554,4,195.31,781.24,Amazon
ITM-111674,ORD-2026-17540,PRD-02227,3,4317.19,12951.57,Amazon
ITM-111675,ORD-2026-10957,PRD-00404,1,2021.79,2021.79,Amazon
ITM-111676,ORD-2026-21498,PRD-00535,5,922.0,4610.0,Amazon
ITM-111677,ORD-2026-27934,PRD-01545,1,639.9,639.9,Amazon
ITM-111678,ORD-2026-13941,PRD-02497,2,1445.78,2891.56,Amazon
ITM-111679,ORD-2026-15084,PRD-00508,2,502.68,1005.36,Amazon
ITM-111680,ORD-2026-10189,PRD-00252,4,1007.84,4031.36,Amazon
ITM-111681,ORD-2026-12728,PRD-01228,5,1185.09,5925.45,Amazon
ITM-111682,ORD-2026-14205,PRD-01965,1,4291.85,4291.85,Amazon
ITM-111683,ORD-2026-26801,PRD-02037,5,4246.8,21234.0,Amazon
ITM-111684,ORD-2026-27139,PRD-02454,4,485.58,1942.32,Amazon
ITM-111685,ORD-2026-11906,PRD-00867,4,3780.85,15123.4,Amazon
ITM-111686,ORD-2026-21934,PRD-01054,1,1145.37,1145.37,Amazon
ITM-111687,ORD-2026-10917,PRD-00952,5,10717.12,53585.60000000001,Amazon
ITM-111688,ORD-2026-11984,PRD-00521,3,887.63,2662.89,Amazon
ITM-111689,ORD-2026-11248,PRD-00642,2,797.07,1594.14,Amazon
ITM-111690,ORD-2026-12496,PRD-01767,2,4011.28,8022.56,Amazon
ITM-111691,ORD-2026-27053,PRD-01429,2,9301.34,18602.68,Amazon
ITM-111692,ORD-2026-14447,PRD-02319,4,1327.69,5310.76,Amazon
ITM-111693,ORD-2026-19691,PRD-00626,3,380.87,1142.61,Amazon
ITM-111694,ORD-2026-17376,PRD-01757,4,126.27,505.08,Amazon
ITM-111695,ORD-2026-15373,PRD-00514,1,347.08,347.08,Amazon
ITM-111696,ORD-2026-17343,PRD-01045,5,1789.46,8947.3,Amazon
ITM-111697,ORD-2026-17500,PRD-01135,5,1418.22,7091.1,Amazon
ITM-111698,ORD-2026-17282,PRD-00423,5,2472.66,12363.3,Amazon
ITM-111699,ORD-2026-13616,PRD-00255,5,2052.95,10264.75,Amazon
ITM-111700,ORD-2026-27867,PRD-00506,4,466.98,1867.92,Amazon
ITM-111701,ORD-2026-23232,PRD-02142,5,1508.58,7542.9,Amazon
ITM-111702,ORD-2026-12248,PRD-00989,1,8804.42,8804.42,Amazon
ITM-111703,ORD-2026-16399,PRD-00155,3,30525.41,91576.23,Amazon
ITM-111704,ORD-2026-14314,PRD-00561,4,679.42,2717.68,Amazon
ITM-111705,ORD-2026-20299,PRD-00456,1,2994.93,2994.93,Amazon
ITM-111706,ORD-2026-24450,PRD-01567,1,950.4,950.4,Amazon
ITM-111707,ORD-2026-11552,PRD-00537,2,579.29,1158.58,Amazon
ITM-111708,ORD-2026-13029,PRD-01504,3,900.33,2700.99,Amazon
ITM-111709,ORD-2026-26551,PRD-01235,2,2279.19,4558.38,Amazon
ITM-111710,ORD-2026-20795,PRD-00432,5,1645.32,8226.6,Amazon
ITM-111711,ORD-2026-14573,PRD-01479,1,1496.12,1496.12,Amazon
ITM-111712,ORD-2026-22579,PRD-00002,2,11520.41,23040.82,Amazon
ITM-111713,ORD-2026-23871,PRD-02326,1,206.66,206.66,Amazon
ITM-111714,ORD-2026-26282,PRD-00624,5,859.97,4299.85,Amazon
ITM-111715,ORD-2026-10583,PRD-01661,5,84.18,420.9,Amazon
ITM-111716,ORD-2026-15700,PRD-02387,3,51.15,153.45,Amazon
ITM-111717,ORD-2026-20280,PRD-02224,5,2532.99,12664.95,Amazon
ITM-111718,ORD-2026-14818,PRD-01419,3,6727.89,20183.67,Amazon
ITM-111719,ORD-2026-14276,PRD-01371,5,5660.31,28301.55,Amazon
ITM-111720,ORD-2026-24202,PRD-00596,5,123.22,616.1,Amazon
ITM-111721,ORD-2026-22628,PRD-00491,3,2024.52,6073.559999999999,Amazon
ITM-111722,ORD-2026-22579,PRD-00166,2,27218.48,54436.96,Amazon
ITM-111723,ORD-2026-14581,PRD-00199,4,54324.53,217298.12,Amazon
ITM-111724,ORD-2026-23038,PRD-00124,2,75954.65,151909.3,Amazon
ITM-111725,ORD-2026-26053,PRD-01515,5,198.95,994.75,Amazon
ITM-111726,ORD-2026-24599,PRD-01062,1,2416.74,2416.74,Amazon
ITM-111727,ORD-2026-23551,PRD-00389,4,2262.4,9049.6,Amazon
ITM-111728,ORD-2026-14685,PRD-02229,5,2722.66,13613.3,Amazon
ITM-111729,ORD-2026-12477,PRD-01681,3,241.67,725.01,Amazon
ITM-111730,ORD-2026-11190,PRD-01875,1,884.13,884.13,Amazon
ITM-111731,ORD-2026-11369,PRD-00214,4,33290.75,133163.0,Amazon
ITM-111732,ORD-2026-17384,PRD-01452,4,9161.05,36644.2,Amazon
ITM-111733,ORD-2026-10255,PRD-01722,4,914.3,3657.2,Amazon
ITM-111734,ORD-2026-20987,PRD-02226,1,7924.45,7924.45,Amazon
ITM-111735,ORD-2026-10805,PRD-02365,1,613.26,613.26,Amazon
