category_id,category_name,subcategory,parent_category_id,platform
CAT-0448,Automotive,Subcategory 48,CAT-0401,Amazon
CAT-0449,Automotive,Subcategory 49,CAT-0401,Amazon
CAT-0450,Automotive,Subcategory 50,CAT-0451,Amazon
CAT-0451,Groceries,Subcategory 1,,Amazon
CAT-0452,Groceries,Subcategory 2,CAT-0451,Amazon
CAT-0453,Groceries,Subcategory 3,CAT-0451,Amazon
CAT-0454,Groceries,Subcategory 4,CAT-0451,Amazon
CAT-0455,Groceries,Subcategory 5,CAT-0451,Amazon
CAT-0456,Groceries,Subcategory 6,CAT-0451,Amazon
CAT-0457,Groceries,Subcategory 7,CAT-0451,Amazon
CAT-0458,Groceries,Subcategory 8,CAT-0451,Amazon
CAT-0459,Groceries,Subcategory 9,CAT-0451,Amazon
CAT-0460,Groceries,Subcategory 10,CAT-0451,Amazon
CAT-0461,Groceries,Subcategory 11,CAT-0451,Amazon
CAT-0462,Groceries,Subcategory 12,CAT-0451,Amazon
CAT-0463,Groceries,Subcategory 13,CAT-0451,Amazon
CAT-0464,Groceries,Subcategory 14,CAT-0451,Amazon
CAT-0465,Groceries,Subcategory 15,CAT-0451,Amazon
CAT-0466,Groceries,Subcategory 16,CAT-0451,Amazon
CAT-0467,Groceries,Subcategory 17,CAT-0451,Amazon
CAT-0468,Groceries,Subcategory 18,CAT-0451,Amazon
CAT-0469,Groceries,Subcategory 19,CAT-0451,Amazon
CAT-0470,Groceries,Subcategory 20,CAT-0451,Amazon
CAT-0471,Groceries,Subcategory 21,CAT-0451,Amazon
CAT-0472,Groceries,Subcategory 22,CAT-0451,Amazon
CAT-0473,Groceries,Subcategory 23,CAT-0451,Amazon
CAT-0474,Groceries,Subcategory 24,CAT-0451,Amazon
CAT-0475,Groceries,Subcategory 25,CAT-0451,Amazon
CAT-0476,Groceries,Subcategory 26,CAT-0451,Amazon
CAT-0477,Groceries,Subcategory 27,CAT-0451,Amazon
CAT-0478,Groceries,Subcategory 28,CAT-0451,Amazon
CAT-0479,Groceries,Subcategory 29,CAT-0451,Amazon
CAT-0480,Groceries,Subcategory 30,CAT-0451,Amazon
CAT-0481,Groceries,Subcategory 31,CAT-0451,Amazon
CAT-0482,Groceries,Subcategory 32,CAT-0451,Amazon
CAT-0483,Groceries,Subcategory 33,CAT-0451,Amazon
CAT-0484,Groceries,Subcategory 34,CAT-0451,Amazon
CAT-0485,Groceries,Subcategory 35,CAT-0451,Amazon
CAT-0486,Groceries,Subcategory 36,CAT-0451,Amazon
CAT-0487,Groceries,Subcategory 37,CAT-0451,Amazon
CAT-0488,Groceries,Subcategory 38,CAT-0451,Amazon
CAT-0489,Groceries,Subcategory 39,CAT-0451,Amazon
CAT-0490,Groceries,Subcategory 40,CAT-0451,Amazon
CAT-0491,Groceries,Subcategory 41,CAT-0451,Amazon
CAT-0492,Groceries,Subcategory 42,CAT-0451,Amazon
CAT-0493,Groceries,Subcategory 43,CAT-0451,Amazon
CAT-0494,Groceries,Subcategory 44,CAT-0451,Amazon
CAT-0495,Groceries,Subcategory 45,CAT-0451,Amazon
CAT-0496,Groceries,Subcategory 46,CAT-0451,Amazon
CAT-0497,Groceries,Subcategory 47,CAT-0451,Amazon
CAT-0498,Groceries,Subcategory 48,CAT-0451,Amazon
CAT-0499,Groceries,Subcategory 49,CAT-0451,Amazon
CAT-0500,Groceries,Subcategory 50,CAT-0501,Amazon
FCAT-0001,Mobiles & Electronics,Subcategory 1,,Flipkart
FCAT-0002,Mobiles & Electronics,Subcategory 2,FCAT-0001,Flipkart
FCAT-0003,Mobiles & Electronics,Subcategory 3,FCAT-0001,Flipkart
FCAT-0004,Mobiles & Electronics,Subcategory 4,FCAT-0001,Flipkart
FCAT-0005,Mobiles & Electronics,Subcategory 5,FCAT-0001,Flipkart
FCAT-0006,Mobiles & Electronics,Subcategory 6,FCAT-0001,Flipkart
FCAT-0007,Mobiles & Electronics,Subcategory 7,FCAT-0001,Flipkart
FCAT-0008,Mobiles & Electronics,Subcategory 8,FCAT-0001,Flipkart
FCAT-0009,Mobiles & Electronics,Subcategory 9,FCAT-0001,Flipkart
FCAT-0010,Mobiles & Electronics,Subcategory 10,FCAT-0001,Flipkart
FCAT-0011,Mobiles & Electronics,Subcategory 11,FCAT-0001,Flipkart
FCAT-0012,Mobiles & Electronics,Subcategory 12,FCAT-0001,Flipkart
FCAT-0013,Mobiles & Electronics,Subcategory 13,FCAT-0001,Flipkart
FCAT-0014,Mobiles & Electronics,Subcategory 14,FCAT-0001,Flipkart
FCAT-0015,Mobiles & Electronics,Subcategory 15,FCAT-0001,Flipkart
FCAT-0016,Mobiles & Electronics,Subcategory 16,FCAT-0001,Flipkart
FCAT-0017,Mobiles & Electronics,Subcategory 17,FCAT-0001,Flipkart
FCAT-0018,Mobiles & Electronics,Subcategory 18,FCAT-0001,Flipkart
FCAT-0019,Mobiles & Electronics,Subcategory 19,FCAT-0001,Flipkart
FCAT-0020,Mobiles & Electronics,Subcategory 20,FCAT-0001,Flipkart
FCAT-0021,Mobiles & Electronics,Subcategory 21,FCAT-0001,Flipkart
FCAT-0022,Mobiles & Electronics,Subcategory 22,FCAT-0001,Flipkart
FCAT-0023,Mobiles & Electronics,Subcategory 23,FCAT-0001,Flipkart
FCAT-0024,Mobiles & Electronics,Subcategory 24,FCAT-0001,Flipkart
FCAT-0025,Mobiles & Electronics,Subcategory 25,FCAT-0001,Flipkart
FCAT-0026,Mobiles & Electronics,Subcategory 26,FCAT-0001,Flipkart
FCAT-0027,Mobiles & Electronics,Subcategory 27,FCAT-0001,Flipkart
FCAT-0028,Mobiles & Electronics,Subcategory 28,FCAT-0001,Flipkart
FCAT-0029,Mobiles & Electronics,Subcategory 29,FCAT-0001,Flipkart
FCAT-0030,Mobiles & Electronics,Subcategory 30,FCAT-0001,Flipkart
FCAT-0031,Mobiles & Electronics,Subcategory 31,FCAT-0001,Flipkart
FCAT-0032,Mobiles & Electronics,Subcategory 32,FCAT-0001,Flipkart
FCAT-0033,Mobiles & Electronics,Subcategory 33,FCAT-0001,Flipkart
FCAT-0034,Mobiles & Electronics,Subcategory 34,FCAT-0001,Flipkart
FCAT-0035,Mobiles & Electronics,Subcategory 35,FCAT-0001,Flipkart
FCAT-0036,Mobiles & Electronics,Subcategory 36,FCAT-0001,Flipkart
FCAT-0037,Mobiles & Electronics,Subcategory 37,FCAT-0001,Flipkart
FCAT-0038,Mobiles & Electronics,Subcategory 38,FCAT-0001,Flipkart
FCAT-0039,Mobiles & Electronics,Subcategory 39,FCAT-0001,Flipkart
FCAT-0040,Mobiles & Electronics,Subcategory 40,FCAT-0001,Flipkart
FCAT-0041,Mobiles & Electronics,Subcategory 41,FCAT-0001,Flipkart
FCAT-0042,Mobiles & Electronics,Subcategory 42,FCAT-0001,Flipkart
FCAT-0043,Mobiles & Electronics,Subcategory 43,FCAT-0001,Flipkart
FCAT-0044,Mobiles & Electronics,Subcategory 44,FCAT-0001,Flipkart
FCAT-0045,Mobiles & Electronics,Subcategory 45,FCAT-0001,Flipkart
FCAT-0046,Mobiles & Electronics,Subcategory 46,FCAT-0001,Flipkart
FCAT-0047,Mobiles & Electronics,Subcategory 47,FCAT-0001,Flipkart
FCAT-0048,Mobiles & Electronics,Subcategory 48,FCAT-0001,Flipkart
FCAT-0049,Mobiles & Electronics,Subcategory 49,FCAT-0001,Flipkart
FCAT-0050,Mobiles & Electronics,Subcategory 50,FCAT-0051,Flipkart
FCAT-0051,Fashion,Subcategory 1,,Flipkart
FCAT-0052,Fashion,Subcategory 2,FCAT-0051,Flipkart
FCAT-0053,Fashion,Subcategory 3,FCAT-0051,Flipkart
FCAT-0054,Fashion,Subcategory 4,FCAT-0051,Flipkart
FCAT-0055,Fashion,Subcategory 5,FCAT-0051,Flipkart
FCAT-0056,Fashion,Subcategory 6,FCAT-0051,Flipkart
FCAT-0057,Fashion,Subcategory 7,FCAT-0051,Flipkart
FCAT-0058,Fashion,Subcategory 8,FCAT-0051,Flipkart
FCAT-0059,Fashion,Subcategory 9,FCAT-0051,Flipkart
FCAT-0060,Fashion,Subcategory 10,FCAT-0051,Flipkart
FCAT-0061,Fashion,Subcategory 11,FCAT-0051,Flipkart
FCAT-0062,Fashion,Subcategory 12,FCAT-0051,Flipkart
FCAT-0063,Fashion,Subcategory 13,FCAT-0051,Flipkart
FCAT-0064,Fashion,Subcategory 14,FCAT-0051,Flipkart
FCAT-0065,Fashion,Subcategory 15,FCAT-0051,Flipkart
FCAT-0066,Fashion,Subcategory 16,FCAT-0051,Flipkart
FCAT-0067,Fashion,Subcategory 17,FCAT-0051,Flipkart
FCAT-0068,Fashion,Subcategory 18,FCAT-0051,Flipkart
FCAT-0069,Fashion,Subcategory 19,FCAT-0051,Flipkart
FCAT-0070,Fashion,Subcategory 20,FCAT-0051,Flipkart
FCAT-0071,Fashion,Subcategory 21,FCAT-0051,Flipkart
FCAT-0072,Fashion,Subcategory 22,FCAT-0051,Flipkart
FCAT-0073,Fashion,Subcategory 23,FCAT-0051,Flipkart
FCAT-0074,Fashion,Subcategory 24,FCAT-0051,Flipkart
FCAT-0075,Fashion,Subcategory 25,FCAT-0051,Flipkart
FCAT-0076,Fashion,Subcategory 26,FCAT-0051,Flipkart
FCAT-0077,Fashion,Subcategory 27,FCAT-0051,Flipkart
FCAT-0078,Fashion,Subcategory 28,FCAT-0051,Flipkart
FCAT-0079,Fashion,Subcategory 29,FCAT-0051,Flipkart
FCAT-0080,Fashion,Subcategory 30,FCAT-0051,Flipkart
FCAT-0081,Fashion,Subcategory 31,FCAT-0051,Flipkart
FCAT-0082,Fashion,Subcategory 32,FCAT-0051,Flipkart
FCAT-0083,Fashion,Subcategory 33,FCAT-0051,Flipkart
FCAT-0084,Fashion,Subcategory 34,FCAT-0051,Flipkart
FCAT-0085,Fashion,Subcategory 35,FCAT-0051,Flipkart
FCAT-0086,Fashion,Subcategory 36,FCAT-0051,Flipkart
FCAT-0087,Fashion,Subcategory 37,FCAT-0051,Flipkart
FCAT-0088,Fashion,Subcategory 38,FCAT-0051,Flipkart
FCAT-0089,Fashion,Subcategory 39,FCAT-0051,Flipkart
FCAT-0090,Fashion,Subcategory 40,FCAT-0051,Flipkart
FCAT-0091,Fashion,Subcategory 41,FCAT-0051,Flipkart
FCAT-0092,Fashion,Subcategory 42,FCAT-0051,Flipkart
FCAT-0093,Fashion,Subcategory 43,FCAT-0051,Flipkart
FCAT-0094,Fashion,Subcategory 44,FCAT-0051,Flipkart
FCAT-0095,Fashion,Subcategory 45,FCAT-0051,Flipkart
FCAT-0096,Fashion,Subcategory 46,FCAT-0051,Flipkart
FCAT-0097,Fashion,Subcategory 47,FCAT-0051,Flipkart
FCAT-0098,Fashion,Subcategory 48,FCAT-0051,Flipkart
FCAT-0099,Fashion,Subcategory 49,FCAT-0051,Flipkart
FCAT-0100,Fashion,Subcategory 50,FCAT-0101,Flipkart
FCAT-0101,Accessories,Subcategory 1,,Flipkart
FCAT-0102,Accessories,Subcategory 2,FCAT-0101,Flipkart
FCAT-0103,Accessories,Subcategory 3,FCAT-0101,Flipkart
FCAT-0104,Accessories,Subcategory 4,FCAT-0101,Flipkart
FCAT-0105,Accessories,Subcategory 5,FCAT-0101,Flipkart
FCAT-0106,Accessories,Subcategory 6,FCAT-0101,Flipkart
FCAT-0107,Accessories,Subcategory 7,FCAT-0101,Flipkart
FCAT-0108,Accessories,Subcategory 8,FCAT-0101,Flipkart
FCAT-0109,Accessories,Subcategory 9,FCAT-0101,Flipkart
FCAT-0110,Accessories,Subcategory 10,FCAT-0101,Flipkart
FCAT-0111,Accessories,Subcategory 11,FCAT-0101,Flipkart
FCAT-0112,Accessories,Subcategory 12,FCAT-0101,Flipkart
FCAT-0113,Accessories,Subcategory 13,FCAT-0101,Flipkart
FCAT-0114,Accessories,Subcategory 14,FCAT-0101,Flipkart
FCAT-0115,Accessories,Subcategory 15,FCAT-0101,Flipkart
FCAT-0116,Accessories,Subcategory 16,FCAT-0101,Flipkart
FCAT-0117,Accessories,Subcategory 17,FCAT-0101,Flipkart
FCAT-0118,Accessories,Subcategory 18,FCAT-0101,Flipkart
FCAT-0119,Accessories,Subcategory 19,FCAT-0101,Flipkart
FCAT-0120,Accessories,Subcategory 20,FCAT-0101,Flipkart
FCAT-0121,Accessories,Subcategory 21,FCAT-0101,Flipkart
FCAT-0122,Accessories,Subcategory 22,FCAT-0101,Flipkart
FCAT-0123,Accessories,Subcategory 23,FCAT-0101,Flipkart
FCAT-0124,Accessories,Subcategory 24,FCAT-0101,Flipkart
FCAT-0125,Accessories,Subcategory 25,FCAT-0101,Flipkart
FCAT-0126,Accessories,Subcategory 26,FCAT-0101,Flipkart
FCAT-0127,Accessories,Subcategory 27,FCAT-0101,Flipkart
FCAT-0128,Accessories,Subcategory 28,FCAT-0101,Flipkart
FCAT-0129,Accessories,Subcategory 29,FCAT-0101,Flipkart
FCAT-0130,Accessories,Subcategory 30,FCAT-0101,Flipkart
FCAT-0131,Accessories,Subcategory 31,FCAT-0101,Flipkart
FCAT-0132,Accessories,Subcategory 32,FCAT-0101,Flipkart
FCAT-0133,Accessories,Subcategory 33,FCAT-0101,Flipkart
FCAT-0134,Accessories,Subcategory 34,FCAT-0101,Flipkart
FCAT-0135,Accessories,Subcategory 35,FCAT-0101,Flipkart
FCAT-0136,Accessories,Subcategory 36,FCAT-0101,Flipkart
FCAT-0137,Accessories,Subcategory 37,FCAT-0101,Flipkart
FCAT-0138,Accessories,Subcategory 38,FCAT-0101,Flipkart
FCAT-0139,Accessories,Subcategory 39,FCAT-0101,Flipkart
FCAT-0140,Accessories,Subcategory 40,FCAT-0101,Flipkart
FCAT-0141,Accessories,Subcategory 41,FCAT-0101,Flipkart
FCAT-0142,Accessories,Subcategory 42,FCAT-0101,Flipkart
FCAT-0143,Accessories,Subcategory 43,FCAT-0101,Flipkart
FCAT-0144,Accessories,Subcategory 44,FCAT-0101,Flipkart
FCAT-0145,Accessories,Subcategory 45,FCAT-0101,Flipkart
FCAT-0146,Accessories,Subcategory 46,FCAT-0101,Flipkart
FCAT-0147,Accessories,Subcategory 47,FCAT-0101,Flipkart
FCAT-0148,Accessories,Subcategory 48,FCAT-0101,Flipkart
FCAT-0149,Accessories,Subcategory 49,FCAT-0101,Flipkart
FCAT-0150,Accessories,Subcategory 50,FCAT-0151,Flipkart
FCAT-0151,Home & Furniture,Subcategory 1,,Flipkart
FCAT-0152,Home & Furniture,Subcategory 2,FCAT-0151,Flipkart
FCAT-0153,Home & Furniture,Subcategory 3,FCAT-0151,Flipkart
FCAT-0154,Home & Furniture,Subcategory 4,FCAT-0151,Flipkart
FCAT-0155,Home & Furniture,Subcategory 5,FCAT-0151,Flipkart
FCAT-0156,Home & Furniture,Subcategory 6,FCAT-0151,Flipkart
FCAT-0157,Home & Furniture,Subcategory 7,FCAT-0151,Flipkart
FCAT-0158,Home & Furniture,Subcategory 8,FCAT-0151,Flipkart
FCAT-0159,Home & Furniture,Subcategory 9,FCAT-0151,Flipkart
FCAT-0160,Home & Furniture,Subcategory 10,FCAT-0151,Flipkart
FCAT-0161,Home & Furniture,Subcategory 11,FCAT-0151,Flipkart
FCAT-0162,Home & Furniture,Subcategory 12,FCAT-0151,Flipkart
FCAT-0163,Home & Furniture,Subcategory 13,FCAT-0151,Flipkart
FCAT-0164,Home & Furniture,Subcategory 14,FCAT-0151,Flipkart
FCAT-0165,Home & Furniture,Subcategory 15,FCAT-0151,Flipkart
FCAT-0166,Home & Furniture,Subcategory 16,FCAT-0151,Flipkart
FCAT-0167,Home & Furniture,Subcategory 17,FCAT-0151,Flipkart
FCAT-0168,Home & Furniture,Subcategory 18,FCAT-0151,Flipkart
FCAT-0169,Home & Furniture,Subcategory 19,FCAT-0151,Flipkart
FCAT-0170,Home & Furniture,Subcategory 20,FCAT-0151,Flipkart
FCAT-0171,Home & Furniture,Subcategory 21,FCAT-0151,Flipkart
FCAT-0172,Home & Furniture,Subcategory 22,FCAT-0151,Flipkart
FCAT-0173,Home & Furniture,Subcategory 23,FCAT-0151,Flipkart
FCAT-0174,Home & Furniture,Subcategory 24,FCAT-0151,Flipkart
FCAT-0175,Home & Furniture,Subcategory 25,FCAT-0151,Flipkart
FCAT-0176,Home & Furniture,Subcategory 26,FCAT-0151,Flipkart
FCAT-0177,Home & Furniture,Subcategory 27,FCAT-0151,Flipkart
FCAT-0178,Home & Furniture,Subcategory 28,FCAT-0151,Flipkart
FCAT-0179,Home & Furniture,Subcategory 29,FCAT-0151,Flipkart
FCAT-0180,Home & Furniture,Subcategory 30,FCAT-0151,Flipkart
FCAT-0181,Home & Furniture,Subcategory 31,FCAT-0151,Flipkart
FCAT-0182,Home & Furniture,Subcategory 32,FCAT-0151,Flipkart
FCAT-0183,Home & Furniture,Subcategory 33,FCAT-0151,Flipkart
FCAT-0184,Home & Furniture,Subcategory 34,FCAT-0151,Flipkart
FCAT-0185,Home & Furniture,Subcategory 35,FCAT-0151,Flipkart
FCAT-0186,Home & Furniture,Subcategory 36,FCAT-0151,Flipkart
FCAT-0187,Home & Furniture,Subcategory 37,FCAT-0151,Flipkart
FCAT-0188,Home & Furniture,Subcategory 38,FCAT-0151,Flipkart
FCAT-0189,Home & Furniture,Subcategory 39,FCAT-0151,Flipkart
FCAT-0190,Home & Furniture,Subcategory 40,FCAT-0151,Flipkart
FCAT-0191,Home & Furniture,Subcategory 41,FCAT-0151,Flipkart
FCAT-0192,Home & Furniture,Subcategory 42,FCAT-0151,Flipkart
FCAT-0193,Home & Furniture,Subcategory 43,FCAT-0151,Flipkart
FCAT-0194,Home & Furniture,Subcategory 44,FCAT-0151,Flipkart
FCAT-0195,Home & Furniture,Subcategory 45,FCAT-0151,Flipkart
FCAT-0196,Home & Furniture,Subcategory 46,FCAT-0151,Flipkart
FCAT-0197,Home & Furniture,Subcategory 47,FCAT-0151,Flipkart
FCAT-0198,Home & Furniture,Subcategory 48,FCAT-0151,Flipkart
FCAT-0199,Home & Furniture,Subcategory 49,FCAT-0151,Flipkart
FCAT-0200,Home & Furniture,Subcategory 50,FCAT-0201,Flipkart
FCAT-0201,Beauty & Grooming,Subcategory 1,,Flipkart
FCAT-0202,Beauty & Grooming,Subcategory 2,FCAT-0201,Flipkart
FCAT-0203,Beauty & Grooming,Subcategory 3,FCAT-0201,Flipkart
FCAT-0204,Beauty & Grooming,Subcategory 4,FCAT-0201,Flipkart
FCAT-0205,Beauty & Grooming,Subcategory 5,FCAT-0201,Flipkart
FCAT-0206,Beauty & Grooming,Subcategory 6,FCAT-0201,Flipkart
FCAT-0207,Beauty & Grooming,Subcategory 7,FCAT-0201,Flipkart
FCAT-0208,Beauty & Grooming,Subcategory 8,FCAT-0201,Flipkart
FCAT-0209,Beauty & Grooming,Subcategory 9,FCAT-0201,Flipkart
FCAT-0210,Beauty & Grooming,Subcategory 10,FCAT-0201,Flipkart
FCAT-0211,Beauty & Grooming,Subcategory 11,FCAT-0201,Flipkart
FCAT-0212,Beauty & Grooming,Subcategory 12,FCAT-0201,Flipkart
FCAT-0213,Beauty & Grooming,Subcategory 13,FCAT-0201,Flipkart
FCAT-0214,Beauty & Grooming,Subcategory 14,FCAT-0201,Flipkart
FCAT-0215,Beauty & Grooming,Subcategory 15,FCAT-0201,Flipkart
FCAT-0216,Beauty & Grooming,Subcategory 16,FCAT-0201,Flipkart
FCAT-0217,Beauty & Grooming,Subcategory 17,FCAT-0201,Flipkart
FCAT-0218,Beauty & Grooming,Subcategory 18,FCAT-0201,Flipkart
FCAT-0219,Beauty & Grooming,Subcategory 19,FCAT-0201,Flipkart
FCAT-0220,Beauty & Grooming,Subcategory 20,FCAT-0201,Flipkart
FCAT-0221,Beauty & Grooming,Subcategory 21,FCAT-0201,Flipkart
FCAT-0222,Beauty & Grooming,Subcategory 22,FCAT-0201,Flipkart
FCAT-0223,Beauty & Grooming,Subcategory 23,FCAT-0201,Flipkart
FCAT-0224,Beauty & Grooming,Subcategory 24,FCAT-0201,Flipkart
FCAT-0225,Beauty & Grooming,Subcategory 25,FCAT-0201,Flipkart
FCAT-0226,Beauty & Grooming,Subcategory 26,FCAT-0201,Flipkart
FCAT-0227,Beauty & Grooming,Subcategory 27,FCAT-0201,Flipkart
FCAT-0228,Beauty & Grooming,Subcategory 28,FCAT-0201,Flipkart
FCAT-0229,Beauty & Grooming,Subcategory 29,FCAT-0201,Flipkart
FCAT-0230,Beauty & Grooming,Subcategory 30,FCAT-0201,Flipkart
FCAT-0231,Beauty & Grooming,Subcategory 31,FCAT-0201,Flipkart
FCAT-0232,Beauty & Grooming,Subcategory 32,FCAT-0201,Flipkart
FCAT-0233,Beauty & Grooming,Subcategory 33,FCAT-0201,Flipkart
FCAT-0234,Beauty & Grooming,Subcategory 34,FCAT-0201,Flipkart
FCAT-0235,Beauty & Grooming,Subcategory 35,FCAT-0201,Flipkart
FCAT-0236,Beauty & Grooming,Subcategory 36,FCAT-0201,Flipkart
FCAT-0237,Beauty & Grooming,Subcategory 37,FCAT-0201,Flipkart
FCAT-0238,Beauty & Grooming,Subcategory 38,FCAT-0201,Flipkart
FCAT-0239,Beauty & Grooming,Subcategory 39,FCAT-0201,Flipkart
FCAT-0240,Beauty & Grooming,Subcategory 40,FCAT-0201,Flipkart
FCAT-0241,Beauty & Grooming,Subcategory 41,FCAT-0201,Flipkart
FCAT-0242,Beauty & Grooming,Subcategory 42,FCAT-0201,Flipkart
FCAT-0243,Beauty & Grooming,Subcategory 43,FCAT-0201,Flipkart
FCAT-0244,Beauty & Grooming,Subcategory 44,FCAT-0201,Flipkart
FCAT-0245,Beauty & Grooming,Subcategory 45,FCAT-0201,Flipkart
FCAT-0246,Beauty & Grooming,Subcategory 46,FCAT-0201,Flipkart
FCAT-0247,Beauty & Grooming,Subcategory 47,FCAT-0201,Flipkart
FCAT-0248,Beauty & Grooming,Subcategory 48,FCAT-0201,Flipkart
FCAT-0249,Beauty & Grooming,Subcategory 49,FCAT-0201,Flipkart
FCAT-0250,Beauty & Grooming,Subcategory 50,FCAT-0251,Flipkart
FCAT-0251,Sports & Fitness,Subcategory 1,,Flipkart
FCAT-0252,Sports & Fitness,Subcategory 2,FCAT-0251,Flipkart
FCAT-0253,Sports & Fitness,Subcategory 3,FCAT-0251,Flipkart
FCAT-0254,Sports & Fitness,Subcategory 4,FCAT-0251,Flipkart
FCAT-0255,Sports & Fitness,Subcategory 5,FCAT-0251,Flipkart
FCAT-0256,Sports & Fitness,Subcategory 6,FCAT-0251,Flipkart
FCAT-0257,Sports & Fitness,Subcategory 7,FCAT-0251,Flipkart
FCAT-0258,Sports & Fitness,Subcategory 8,FCAT-0251,Flipkart
FCAT-0259,Sports & Fitness,Subcategory 9,FCAT-0251,Flipkart
FCAT-0260,Sports & Fitness,Subcategory 10,FCAT-0251,Flipkart
FCAT-0261,Sports & Fitness,Subcategory 11,FCAT-0251,Flipkart
FCAT-0262,Sports & Fitness,Subcategory 12,FCAT-0251,Flipkart
FCAT-0263,Sports & Fitness,Subcategory 13,FCAT-0251,Flipkart
FCAT-0264,Sports & Fitness,Subcategory 14,FCAT-0251,Flipkart
FCAT-0265,Sports & Fitness,Subcategory 15,FCAT-0251,Flipkart
FCAT-0266,Sports & Fitness,Subcategory 16,FCAT-0251,Flipkart
FCAT-0267,Sports & Fitness,Subcategory 17,FCAT-0251,Flipkart
FCAT-0268,Sports & Fitness,Subcategory 18,FCAT-0251,Flipkart
FCAT-0269,Sports & Fitness,Subcategory 19,FCAT-0251,Flipkart
FCAT-0270,Sports & Fitness,Subcategory 20,FCAT-0251,Flipkart
FCAT-0271,Sports & Fitness,Subcategory 21,FCAT-0251,Flipkart
FCAT-0272,Sports & Fitness,Subcategory 22,FCAT-0251,Flipkart
FCAT-0273,Sports & Fitness,Subcategory 23,FCAT-0251,Flipkart
FCAT-0274,Sports & Fitness,Subcategory 24,FCAT-0251,Flipkart
FCAT-0275,Sports & Fitness,Subcategory 25,FCAT-0251,Flipkart
FCAT-0276,Sports & Fitness,Subcategory 26,FCAT-0251,Flipkart
FCAT-0277,Sports & Fitness,Subcategory 27,FCAT-0251,Flipkart
FCAT-0278,Sports & Fitness,Subcategory 28,FCAT-0251,Flipkart
FCAT-0279,Sports & Fitness,Subcategory 29,FCAT-0251,Flipkart
FCAT-0280,Sports & Fitness,Subcategory 30,FCAT-0251,Flipkart
FCAT-0281,Sports & Fitness,Subcategory 31,FCAT-0251,Flipkart
FCAT-0282,Sports & Fitness,Subcategory 32,FCAT-0251,Flipkart
FCAT-0283,Sports & Fitness,Subcategory 33,FCAT-0251,Flipkart
FCAT-0284,Sports & Fitness,Subcategory 34,FCAT-0251,Flipkart
FCAT-0285,Sports & Fitness,Subcategory 35,FCAT-0251,Flipkart
FCAT-0286,Sports & Fitness,Subcategory 36,FCAT-0251,Flipkart
FCAT-0287,Sports & Fitness,Subcategory 37,FCAT-0251,Flipkart
FCAT-0288,Sports & Fitness,Subcategory 38,FCAT-0251,Flipkart
FCAT-0289,Sports & Fitness,Subcategory 39,FCAT-0251,Flipkart
FCAT-0290,Sports & Fitness,Subcategory 40,FCAT-0251,Flipkart
FCAT-0291,Sports & Fitness,Subcategory 41,FCAT-0251,Flipkart
FCAT-0292,Sports & Fitness,Subcategory 42,FCAT-0251,Flipkart
FCAT-0293,Sports & Fitness,Subcategory 43,FCAT-0251,Flipkart
FCAT-0294,Sports & Fitness,Subcategory 44,FCAT-0251,Flipkart
FCAT-0295,Sports & Fitness,Subcategory 45,FCAT-0251,Flipkart
FCAT-0296,Sports & Fitness,Subcategory 46,FCAT-0251,Flipkart
FCAT-0297,Sports & Fitness,Subcategory 47,FCAT-0251,Flipkart
FCAT-0298,Sports & Fitness,Subcategory 48,FCAT-0251,Flipkart
FCAT-0299,Sports & Fitness,Subcategory 49,FCAT-0251,Flipkart
FCAT-0300,Sports & Fitness,Subcategory 50,FCAT-0301,Flipkart
FCAT-0301,Books & Media,Subcategory 1,,Flipkart
FCAT-0302,Books & Media,Subcategory 2,FCAT-0301,Flipkart
FCAT-0303,Books & Media,Subcategory 3,FCAT-0301,Flipkart
FCAT-0304,Books & Media,Subcategory 4,FCAT-0301,Flipkart
FCAT-0305,Books & Media,Subcategory 5,FCAT-0301,Flipkart
FCAT-0306,Books & Media,Subcategory 6,FCAT-0301,Flipkart
FCAT-0307,Books & Media,Subcategory 7,FCAT-0301,Flipkart
FCAT-0308,Books & Media,Subcategory 8,FCAT-0301,Flipkart
FCAT-0309,Books & Media,Subcategory 9,FCAT-0301,Flipkart
FCAT-0310,Books & Media,Subcategory 10,FCAT-0301,Flipkart
FCAT-0311,Books & Media,Subcategory 11,FCAT-0301,Flipkart
FCAT-0312,Books & Media,Subcategory 12,FCAT-0301,Flipkart
FCAT-0313,Books & Media,Subcategory 13,FCAT-0301,Flipkart
FCAT-0314,Books & Media,Subcategory 14,FCAT-0301,Flipkart
FCAT-0315,Books & Media,Subcategory 15,FCAT-0301,Flipkart
FCAT-0316,Books & Media,Subcategory 16,FCAT-0301,Flipkart
FCAT-0317,Books & Media,Subcategory 17,FCAT-0301,Flipkart
FCAT-0318,Books & Media,Subcategory 18,FCAT-0301,Flipkart
FCAT-0319,Books & Media,Subcategory 19,FCAT-0301,Flipkart
FCAT-0320,Books & Media,Subcategory 20,FCAT-0301,Flipkart
FCAT-0321,Books & Media,Subcategory 21,FCAT-0301,Flipkart
FCAT-0322,Books & Media,Subcategory 22,FCAT-0301,Flipkart
FCAT-0323,Books & Media,Subcategory 23,FCAT-0301,Flipkart
FCAT-0324,Books & Media,Subcategory 24,FCAT-0301,Flipkart
FCAT-0325,Books & Media,Subcategory 25,FCAT-0301,Flipkart
FCAT-0326,Books & Media,Subcategory 26,FCAT-0301,Flipkart
